sku,ean,nombre,marca,presentacion,concentracion,forma_farmaceutica,categoria,subcategoria,linea,costo,techo,oferta,imagen_url,imagen_origen,nombre_lista
FC-20166547,8429420166547,Nutratopic Pro-AMP Loción emoliente Hidrata y calma la piel atópica,Isdin,400 ml,,,Cuidado personal,Dermatología,EMOLIENTE,439.87,704,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/NUTRATOPICLOCION400ml.jpg,dermaexpress,NUTRATOPIC PRO-AMP LOCION 400ML
FC-20187962,8429420187962,Pediatrics Fotoprotector Mineral Baby FPS 50,Isdin,50 ml,FPS 50,,Cuidado personal,Dermatología,SOLARES,508.54,814.31,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_8db6081b-cb33-4964-bd4f-cd193d8360fc.png,dermaexpress,ISDIN FPS50+ BABY MINERAL 50ML
FC-20188020,8429420188020,Pediatrics Fotoprotector Spray Wet Skin FPS 50,Isdin,250 ml,FPS 50,Spray,Cuidado personal,Dermatología,SOLARES,521.54,835.11,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8429420188020.jpg,dermaexpress,ISDIN FPS50+ TRANSPARENT WS PED. SPRAY 250ML
FC-20309845,8429420309845,Post Solar Aftersun Lotion,Isdin,100 ml,,,Cuidado personal,Dermatología,LANZAMIENTOS 2026,174.46,279.14,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/ImageneslanzamientosDerx_5_bec1b6d2-662d-46ad-8af4-5acdd40a83c5.avif,dermaexpress,PS AFTERSUN LOTION 100ML
FC-20268302,8429420268302,Protector Labial SPF50 Hidratante y Protector,Isdin,14 g,,,Cuidado personal,Dermatología,SOLARES,104.86,167.91,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420268302.jpg,dermaexpress,ISDIN PROTECTOR LABIAL SPF50 14G
FC-20268296,8429420268296,Protector Solar Labial SPF30 Hidratante y Protector,Isdin,4 g,,,Cuidado personal,Dermatología,SOLARES,104.86,167.91,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420268296.jpg,dermaexpress,PROTECTOR SOLAR LABIAL SPF30 4G
FC-20187917,8429420187917,Protector Solar Transparent Spray Wet Skin SPF50,Isdin,250 ml,,Spray,Cuidado personal,Dermatología,SOLARES,502.98,805.39,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420187917_53ca7c7e-9b48-4043-94d2-30df7efbf024.jpg,dermaexpress,TRANSPARENT SPRAY WS SPF50 250ML
FC-03808996,8470003808996,PS After Sun Lotion Hidratación y Refrescante,Isdin,200 ml,,,Cuidado personal,Dermatología,EMOLIENTE,274.69,440.19,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8470003808996-3.jpg,dermaexpress,PS AFTERSUN LOTION 200ML
FC-03233941,8470003233941,PS After Sun Spray Hidratante y Refrescante,Isdin,200 ml,,Spray,Cuidado personal,Dermatología,EMOLIENTE,274.69,440.22,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8470003233941_6137b6d7-5e98-497d-88fb-0e2b8f742419.jpg,dermaexpress,PS AFTERSUN SPRAY 200ML
FC-20204348,8429420204348,Psorisdin Shampoo Antidescamación,Isdin,200 ml,,,Cuidado personal,Dermatología,CAPILARES,396.26,634.5,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/Psorisdin-Shampoo-200-Ml-8429420204348-637474248974284621-1_1.jpg,dermaexpress,PSORISDIN SHAMPOO 200ML
FC-20292901,8429420292901,Reparador Labial Stick Granate Hidratación y Color,Isdin,4 g,,,Cuidado personal,Dermatología,EMOLIENTE,104.86,167.91,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420292901.jpg,dermaexpress,ISDIN REPARADOR LABIAL STICK GRANATE 4G
FC-01901200,8470001901200,Reparador Labial Stick Hidratación y Protección,Isdin,4 g,,,Cuidado personal,Dermatología,EMOLIENTE,104.86,167.91,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8470001901200.jpg,dermaexpress,ISDIN REPARADOR LABIAL STICK 4G
FC-20292871,8429420292871,Reparador Labial Stick Rosa Hidratación y Color,Isdin,4 g,,,Cuidado personal,Dermatología,EMOLIENTE,104.86,167.91,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420292871.jpg,dermaexpress,ISDIN REPARADOR LABIAL STICK ROSA 4G
FC-01915528,8470001915528,Si-Nails Fortalecedor de uñas,Isdin,2.5 ml,,,Cuidado personal,Dermatología,UÑAS,373.98,598.84,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8470001915528_1.jpg,dermaexpress,ISDIN SI-NAILS 2.5 ML
FC-03913423,8470003913423,Ureadin Contorno de ojos,Isdin,15 ml,,,Cuidado personal,Dermatología,EMOLIENTE,327.58,525,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8470003913423.jpg,dermaexpress,UREADIN Contorno de Ojos15ML
FC-20305489,8429420305489,Ureadin Cream 10 Hidratación Intensa,Isdin,300 ml,,,Cuidado personal,Dermatología,EMOLIENTE,233.86,374.46,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420305489.jpg,dermaexpress,UREADIN CREAM10 300ML
FC-20152120,8429420152120,Ureadin Crema de manos reparadora,Isdin,50 ml,,Crema,Cuidado personal,Dermatología,EMOLIENTE,112.29,179.8,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8429420152120.jpg,dermaexpress,UREADIN MANOS CREMA 50ML
FC-03808576,8470003808576,Ureadin Crema hidratación intensa,Isdin,50 ml,,Crema,Cuidado personal,Dermatología,EMOLIENTE,325.73,523,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8470003808576.jpg,dermaexpress,UREADIN FACIAL CREAM 50ML
FC-01691880,8470001691880,Ureadin Fusion Suero lift antiarrugas,Isdin,30 g,,,Cuidado personal,Dermatología,EMOLIENTE,515.97,826.19,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8470001691880-ISDIN-UREADIN-FUSION-SERUM-LIFT-ANTIARRUGAS-30-ML.jpg,dermaexpress,UREADIN FUSION SERUM LIFT ANTIARRUGAS 30GR
FC-20251366,8429420251366,Ureadin Lotion 10 Hidratante para piel seca,Isdin,400 ml,,,Cuidado personal,Dermatología,EMOLIENTE,320.16,514,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420251366_1.jpg,dermaexpress,UREADIN LOTION10 400ML
FC-01527349,8470001527349,Ureadin Podos Gel Oil Hidratante para pies secos,Isdin,75 ml,,Gel,Cuidado personal,Dermatología,EMOLIENTE,258.91,414.58,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8470001527349-2.jpg,dermaexpress,UREADIN PODOS GEL OIL 75ML
FC-20251632,8429420251632,Ureadin Shower Gel Pieles secas,Isdin,400 ml,,Gel,Cuidado personal,Dermatología,EMOLIENTE,363.78,583,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420251632_1.jpg,dermaexpress,UREADIN SHOWER GEL 400ML
FC-01532435,8470001532435,Ureadin Ultra 10 Loción hidratante para piel muy seca,Isdin,200 ml,,,Cuidado personal,Dermatología,EMOLIENTE,296.03,474.02,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8470001532435-2.jpg,dermaexpress,UREADIN ULTRA 10 LOCION 200ML
FC-01541871,8470001541871,Ureadin Ultra 20 Crema anti-rugosidades,Isdin,100 ml,,Crema,Cuidado personal,Dermatología,EMOLIENTE,296.03,474.02,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8470001541871-2.jpg,dermaexpress,UREADIN ULTRA 20 CREMA 100ML
FC-02129856,8470002129856,Ureadin Ultra 30 Crema exfoliante,Isdin,50 ml,,Crema,Cuidado personal,Dermatología,EMOLIENTE,274.69,439.84,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8470002129856_f374a8e2-98c8-4aa7-85ca-829d61ac15b2.jpg,dermaexpress,UREADIN ULTRA 30 CREMA 50ML
FC-01532411,8470001532411,Ureadin Ultra 40 Gel-Oil Exfoliante intenso,Isdin,30 ml,,Gel,Cuidado personal,Dermatología,EMOLIENTE,296.03,474.02,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8470001532411_a37234c1-bedf-4248-982a-793d42770283.jpg,dermaexpress,UREADIN ULTRA 40 GEL-OIL 30ML
FC-20184527,8429420184527,Woman Crema antiestrías,Isdin,250 ml,,Crema,Cuidado personal,Dermatología,WOMAN,395.33,633.02,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8429420089037_3804e6fd-fa47-4b05-bb99-f9741d87f99e.webp,dermaexpress,ISDIN WOMAN CREMA ANTIESTRÍAS 250ML
FC-20109445,8429420109445,Woman Crema hidratante vulvar,Isdin,30 g,,Crema,Cuidado personal,Dermatología,WOMAN,200.45,320.97,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8429420109445_1.jpg,dermaexpress,WOMAN ISDIN HIDRATANTE VULVAR 30GR
FC-20184558,8429420184558,Woman Crema Reafirmante,Isdin,200 ml,,Crema,Cuidado personal,Dermatología,WOMAN,358.21,573.58,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/8429420184558_2.jpg,dermaexpress,ISDIN WOMAN CREMA REAFIRMANTE 200ML
FC-20164994,8429420164994,Woman Gel de limpieza íntima,Isdin,200 ml,,Gel,Cuidado personal,Dermatología,WOMAN,208.8,334.34,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/HIGIENE.jpg,dermaexpress,WOMAN ISDIN HIGIENE INTIMA 200ML
FC-20113923,8429420113923,Woman Hidratante vaginal 12 monodosis,Isdin,,,,Cuidado personal,Dermatología,WOMAN,416.67,667.2,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/HIDRATANTE_VAGINAL.jpg,dermaexpress,WOMAN ISDIN HIDRATANTE VAGINAL C/12 MONODOSIS
FC-20144835,8429420144835,Woman Lubricante vaginal,Isdin,30 ml,,,Cuidado personal,Dermatología,WOMAN,165.18,264.5,10+1,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/8429420144835.jpg,dermaexpress,WOMAN ISDIN LUBRICANTE INTIMO 30GR
FC-20107502,8429420107502,50+ Fusion Water,ISDIN,50 ml,,Fluido,Cuidado personal,Dermatología,SOLARES,507.62,812.82,10+1,,,ISDIN 50+ FUSION WATER FLUIDO 50ML
FC-20181137,8429420181137,Baby Naturals Baby Mist,ISDIN,200 ml,,,Cuidado personal,Dermatología,BABY,123.42,200,10+1,,,BABY NATURALS BABY MIST 200ML
FC-20069411,8429420069411,Barcilus Tratamiento Vaginales Caja,ISDIN,C/6 Capsulas,,Cápsulas,Cuidado personal,Dermatología,WOMAN,410.18,656.79,10+1,https://gruporfp.vteximg.com.br/arquivos/ids/6997596/8429420069411_01.jpg,farmatodo,ISADIN BARCILUS C/6 CAPSULAS VAGINALES
FC-20303348,8429420303348,Fp Gel Cream SPF50,ISDIN,100 ml,,Gel,Cuidado personal,Dermatología,LANZAMIENTOS 2026,248.98,398.37,10+1,,,FP GEL CREAM SPF50 100ML
FC-20322721,8429420322721,Fp Transparent Spray Ws SPF50,ISDIN,100 ml,,Spray,Cuidado personal,Dermatología,LANZAMIENTOS 2026,248.98,398.37,10+1,,,FP TRANSPARENT SPRAY WS SPF50 100ML
FC-20196377,8429420196377,FPS 50+ Fusion Ws Pediatrics,ISDIN,50 ml,FPS 50+,,Cuidado personal,Dermatología,SOLARES,507.62,812.82,10+1,,,ISDIN FPS50+ FUSION WS PEDIATRICS 50ML
FC-20175372,8429420175372,Glicoisdin 15%,ISDIN,50 g,,Crema,Cuidado personal,Dermatología,DESPIGMENTANTE,482.56,772.7,10+1,,,GLICOISDIN 15% CREMA 50G
FC-20226135,8429420226135,Isdinceutics Essential Cleansing,ISDIN,200 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,536.38,858.88,10+1,,,ISDINCEUTICS ESSENTIAL CLEANSING 200ML
FC-20113374,8429420113374,Isdinceutics K-Ox Ojos,ISDIN,15 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,760.03,1218,10+1,,,ISDINCEUTICS K-OX OJOS 15ML
FC-20252493,8429420252493,Isdinceutics Melaclear Advanced,ISDIN,30 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,943.78,1512.47,10+1,,,ISDINCEUTICS MELACLEAR ADVANCED 30ML
FC-20132788,8429420132788,Itraisdin 50 mg,ISDIN,C/7 Capsulas,50 mg,Cápsulas,Cuidado personal,Dermatología,MEDICAMENTO,173.6,322.45,10+1,,,ITRAISDIN 50MG C/7 CAPSULAS
FC-20132672,8429420132672,Itraisdin 50 mg,ISDIN,C/14 Capsulas,50 mg,Cápsulas,Cuidado personal,Dermatología,MEDICAMENTO,343.2,637.48,10+1,,,ITRAISDIN 50MG C/14 CAPSULAS
FC-01507983,8470001507983,Nutrabalm Protector Reparador Labios Tubo C,ISDIN,10 ml,,,Cuidado personal,Dermatología,EMOLIENTE,121.57,194.66,10+1,https://gruporfp.vteximg.com.br/arquivos/ids/7008289/8470001507983_01.jpg,farmatodo,ISDIN REPARADOR LABIAL 10ML
FC-20070974,8429420070974,Sigermel,ISDIN,20 ml,,Solución,Cuidado personal,Dermatología,ANTI-VERRUGAS,322.02,515.63,10+1,,,SIGERMEL SOLUCION 20ML
FC-20216075,8429420216075,SPF50 Age Repair Fusion Water Color,ISDIN,50 ml,,,Cuidado personal,Dermatología,SOLARES,543.81,870.77,10+1,,,ISDIN SPF50 AGE REPAIR FUSION WATER COLOR 50ML
FC-20226272,8429420226272,SPF50 Fusion Water Bronze,ISDIN,50 ml,,,Cuidado personal,Dermatología,SOLARES,507.62,812.82,10+1,,,ISDIN SPF50 FUSION WATER BRONZE 50ML
FC-20154186,8429420154186,SPF50 Fusion Water Color,ISDIN,50 ml,,,Cuidado personal,Dermatología,SOLARES,507.62,812.82,10+1,,,ISDIN SPF50 FUSION WATER COLOR 50ML
FC-20265813,8429420265813,UREADIN Oleogel,ISDIN,400 ml,,,Cuidado personal,Dermatología,EMOLIENTE,342.43,549,10+1,,,UREADIN Oleogel 400ML
FC-20132474,8429420132474,Verrutop Ampolletas 4x,ISDIN,0.10 ml,,,Cuidado personal,Dermatología,ANTI-VERRUGAS,618.98,991.14,10+1,,,ISDIN VERRUTOP AMPOLLETAS 4X0.10ML
FC-75695152,3337875695152,Capital Soleil Agua Proteccion Solar SPF50,Isispharma,200 ml,,,Cuidado personal,Dermatología,SOLARES,563.29,799,5+1,,,CAPITAL SOLEIL AGUA PROTECCION SOLAR SPF50 200ML
FC-75695145,3337875695145,Capital Soleil Agua Solar Hidratante SPF50,Isispharma,200 ml,,,Cuidado personal,Dermatología,SOLARES,563.29,799,5+1,,,CAPITAL SOLEIL AGUA SOLAR HIDRATANTE SPF50 200ML
FC-69770577,3760269770577,Cicapro,Isispharma,100 ml,,Crema,Cuidado personal,Dermatología,CICATRIZANTES,400,500,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Cicapro-Cream-100ml-3760269770577_1.avif,dermaexpress,CICAPRO CREMA 100ML
FC-69770355,3760269770355,Cicapro Cracks Reparador Bálsamo Reparador,Isispharma,40 ml,,,Cuidado personal,Dermatología,CICATRIZANTES,280,350,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Cicapro-Cracks-3760269770355_1.avif,dermaexpress,CICAPRO CRACKS 40ML
FC-69770416,3760269770416,Cicapro Crema Reparadora FPS 50+,Isispharma,40 ml,FPS 50+,Crema,Cuidado personal,Dermatología,LANZAMIENTOS 2026,280,350,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Cicapro-Cream-SPF50-3760269770416.avif,dermaexpress,CICAPRO CREMA FPS50+ 40ML
FC-69770485,3760269770485,Cicapro Crema Reparadora Intensiva,Isispharma,40 ml,,Crema,Cuidado personal,Dermatología,CICATRIZANTES,256,320,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Cicapro-Cream-40ml-3760269770485_1.avif,dermaexpress,CICAPRO CREMA 40ML
FC-69770263,3760269770263,Cicapro Lips Bálsamo Reparador,Isispharma,15 ml,,,Cuidado personal,Dermatología,CICATRIZANTES,159.2,199,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Cicapro-Lips-3760269770263_1.avif,dermaexpress,CICAPRO LIPS 15ML
FC-75957137,3337875957137,Derco Shampoo Anti Caspa,Isispharma,95 ml,,,Cuidado personal,Dermatología,LANZAMIENTOS 2026,310.2,440,5+1,,,DERCO SHAMPOO ANTI CASPA 95ML
FC-75787222,3337875787222,Dercos Shampoo Psolution Tratamiento Keratorreductor Piel Cabelluda Sensible,Isispharma,200 ml,,,Cuidado personal,Dermatología,CAPILARES,492.79,699,5+1,,,DERCOS SHAMPOO PSOLUTION TRATAMIENTO KERATORREDUCTOR PIEL CABELLUDA SENSIBLE 200ML
FC-69770065,3760269770065,Geneskin Baume Gel Bálsamo facial anti-edad,Isispharma,50 ml,,Gel,Cuidado personal,Dermatología,ANTI-EDAD,1200,1500,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/GeneskinLiftBalsamo.jpg,dermaexpress,GENESKIN LIFT BALSAMO 50ML
FC-69770096,3760269770096,Geneskin c premium vitamina c 20% antioxidante,Isispharma,10 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,1593.6,1992,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_34.png,dermaexpress,GENESKIN C PREMIUM VIT C 20% 10ML
FC-69770072,3760269770072,Geneskin Lift Crema alisadora anti edad,Isispharma,50 ml,,Crema,Cuidado personal,Dermatología,ANTI-EDAD,1440,1800,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/GeneskinLiftCrema.jpg,dermaexpress,GENESKIN LIFT CREMA 50ML
FC-69770089,3760269770089,Geneskin Lift Serum Reduce las arrugas y reafirma la piel,Isispharma,28 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,1440,1800,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/GeneskinLift.jpg,dermaexpress,GENESKIN LIFT SUERO 28ML
FC-69770119,3760269770119,Geneskin White Suero aclarante Difumina las manchas oscuras,Isispharma,28 ml,,,Cuidado personal,Dermatología,ANTI-EDAD,1542.4,1928,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/GeneskinWhite.jpg,dermaexpress,GENESKIN WHITE SUERO ACLARANTE 28ML
FC-69770553,3760269770553,Glyco-A Body Peeling corporal,Isispharma,200 ml,,,Cuidado personal,Dermatología,EXFOLIANTES,799.2,999,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_7_470cb769-03d7-4d85-bdf4-3731e5dd2e2f.png,dermaexpress,GLYCO-A BODY PEELING CORPORAL 200ML
FC-69770560,3760269770560,Glyco-A Espuma limpiadora Limpia la piel y elimina impurezas,Isispharma,100 ml,,,Cuidado personal,Dermatología,EXFOLIANTES,572.8,716,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/DERMAfoamer.jpg,dermaexpress,CLYCO-A ESPUMA LIMPIADORA 100ML
FC-69770546,3760269770546,Glyco-A Peeling intenso Crema de noche con 25% de ácido glicólico,Isispharma,30 ml,,Crema,Cuidado personal,Dermatología,EXFOLIANTES,720,900,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/DERMAINTENSEPEELING.jpg,dermaexpress,GLYCO-A PEELING INTENSO 30ML
FC-69770867,3760269770867,Glyco-A Peeling medio 12% Matifica unifica difumina y exfolia la piel,Isispharma,30 ml,,,Cuidado personal,Dermatología,EXFOLIANTES,696,870,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_8_eb88f063-8980-4258-80b6-b34193dde170.png,dermaexpress,GLYCO-A PEELING MEDIO 12% 30ML
FC-00000280,3031500000280,Glyco-A Peeling suave Ilumina y purifica la piel,Isispharma,30 ml,,,Cuidado personal,Dermatología,EXFOLIANTES,628.8,786,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/01.Hero_Soft.jpg,dermaexpress,GLYCO-A PEELING SUAVE 30ML
FC-69770539,3760269770539,"glyco-A Post Peeling, Crema calmante reparadora para piel irritada y sensibilizada",Isispharma,40 ml,,Crema,Cuidado personal,Dermatología,EXFOLIANTES,404,505,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/DERMAPOSTPEELING.jpg,dermaexpress,GLYCO-A POST PEELING 40ML
FC-99521270,3401399521270,Ilcapil Kr Shampoo anti caspa,Isispharma,150 ml,,,Cuidado personal,Dermatología,CAPILARES,440,550,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_4_bdb2f1e8-561d-401f-904b-8b7cdcbfb22f.png,dermaexpress,ILCAPIL KR SHAMPOO 150ML
FC-53725164,3401353725164,Keloplast Cracks Crema reparadora de grietas en talones pies y manos,Isispharma,40 ml,,Crema,Cuidado personal,Dermatología,CICATRIZANTES,391.2,489,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/GeneskinCracks.jpg,dermaexpress,KELOPLAST CRACKS CREMA REPARADORA 40ML
FC-53725393,3401353725393,Keloplast Scars SPF50+ Crema reparadora para piel irritada y dañada,Isispharma,40 ml,,Crema,Cuidado personal,Dermatología,CICATRIZANTES,436,545,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/GeneskinScarsFPS50.jpg,dermaexpress,KELOPLAST SCARS PS 50+ CICATRICES 40ML
FC-69770317,3760269770317,Neotone Aqua Solución micelar Desmaquillante para piel sensible y pigmentada,Isispharma,400 ml,,Solución,Cuidado personal,Dermatología,DESPIGMENTANTES,520,650,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/NeotoneAqua400ml.jpg,dermaexpress,NEOTONE AQUA SOLUCIÓN MICELAR 400ML
FC-69770041,3760269770041,"neotone Aqua Solución Micelar, Desmaquillante para piel sensible y pigmentada",Isispharma,250 ml,,Solución,Cuidado personal,Dermatología,DESPIGMENTANTES,432,540,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/NeotoneAqua250ml.jpg,dermaexpress,NEOTONE AQUA SOLUCIÓN MICELAR 250ML
FC-69770386,3760269770386,Neotone Body Despigmentante corporal,Isispharma,100 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTES,696,870,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_16.png,dermaexpress,NEOTONE DESPIGMENTANTE CORPORAL 100ML
FC-69770393,3760269770393,Neotone Eyes Contorno de ojos acción 4 en 1,Isispharma,15 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTES,688,860,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_15.png,dermaexpress,NEOTONE CONTORNO DE OJOS  15ML
FC-69770010,3760269770010,Neotone Gel exfoliante despigmentante,Isispharma,150 ml,,Gel,Cuidado personal,Dermatología,DESPIGMENTANTES,432,540,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_14.png,dermaexpress,NEOTONE GEL EXFOLIANTE 150ML
FC-69770492,3760269770492,Neotone Prevent FPS 50+ Claro Protector despigmentante con color,Isispharma,30 ml,FPS 50+,,Cuidado personal,Dermatología,DESPIGMENTANTES,692.8,866,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/NeotonePrevent50.jpg,dermaexpress,NEOTONE PREVENT CREMA FPS 50+ CLARO 30ML
FC-69770409,3760269770409,Neotone Prevent FPS 50+ Medio Protector despigmentante con color,Isispharma,30 ml,FPS 50+,,Cuidado personal,Dermatología,DESPIGMENTANTES,692.8,866,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/NeotonePrevent50_2564ab07-73ac-479a-85a1-24b115455b1d.jpg,dermaexpress,NEOTONE PREVENT CREMA FPS 50+ MEDIO 30ML
FC-75243675,3401575243675,Neotone Radiance FPS 50+ Anti manchas,Isispharma,30 ml,FPS 50+,,Cuidado personal,Dermatología,DESPIGMENTANTES,696,870,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_13.png,dermaexpress,NEOTONE RADIANCE FPS 50+  30ML
FC-69770997,3760269770997,Neotone Radiance FPS 50+ Tono claro Anti manchas,Isispharma,30 ml,FPS 50+,,Cuidado personal,Dermatología,DESPIGMENTANTES,696,870,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_5_def16daf-22b4-466c-8a6c-8aba7792e64c.png,dermaexpress,NEOTONE RADIANCE SPF50+ TINTE CLARO 30 M
FC-69770980,3760269770980,Neotone Radiance FPS 50+ Tono medio Anti manchas,Isispharma,30 ml,FPS 50+,,Cuidado personal,Dermatología,DESPIGMENTANTES,696,870,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_6_b68d436a-d668-4e44-888f-0e80b01326ce.png,dermaexpress,NEOTONE RADIANCE SPF50+ TINTE MEDIO 30 M
FC-69771192,3760269771192,Neotone Sensitive Bálsamo intensivo despigmentante para piel sensible,Isispharma,30 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTES,792,990,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/NeotoneSensitive.jpg,dermaexpress,NEOTONE SENSITIVE BÁLSAMO 30ML
FC-69770362,3760269770362,Neotone Suero despigmentante,Isispharma,30 ml,,,Cuidado personal,Dermatología,DESPIGMENTANTES,792,990,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_12.png,dermaexpress,NEOTONE SUERO DESPIGMENTANTE 30ML
FC-75647182,3337875647182,Neovadiol Phytosculpt,Isispharma,50 ml,,Crema,Cuidado personal,Dermatología,ANTI-EDAD,704.3,999,5+1,,,NEOVADIOL PHYTOSCULPT CREMA 50ML
FC-75862097,3337875862097,Purete Thermal Gel Limpiador,Isispharma,200 ml,,Gel,Cuidado personal,Dermatología,PIEL SENSIBLE,478.7,679,5+1,,,PURETE THERMAL GEL LIMPIADOR 200ML
FC-75674409,3337875674409,Purete Thermale Bifasico,Isispharma,100 ml,,,Cuidado personal,Dermatología,PIEL SENSIBLE,351.79,499,5+1,,,PURETE THERMALE BIFASICO 100ML
FC-69771482,3760269771482,Ruboril Cleansing Balm Bálsamo limpiador desmaquillante,Isispharma,100 ml,,,Cuidado personal,Dermatología,ROSACEA,292,365,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_1aab01cd-3321-4e0a-bc06-1f883290db68.png,dermaexpress,RUBORIL CLEANSING BALM 100ML
FC-60147775,3401360147775,Ruboril Expert FPS 50+ Anti-rojeces crema protectora con color,Isispharma,40 ml,FPS 50+,Crema,Cuidado personal,Dermatología,ROSACEA,560,700,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_32.png,dermaexpress,RUBORIL EXPERT FPS 50+ ANTI-ROJECES 40ML
FC-60049659,3401360049659,Ruboril Expert Intense Cuidado antienrojecimiento para piel sensible,Isispharma,15 ml,,,Cuidado personal,Dermatología,ROSACEA,584,730,,https://cdn.shopify.com/s/files/1/0088/1937/6188/products/RuborilExpertIntense.jpg,dermaexpress,RUBORIL EXPERT INTENSE LOCALIZADO 15ML
FC-60120006,3401360120006,Ruboril Expert M Hidratante piel normal-mixta,Isispharma,40 ml,,,Cuidado personal,Dermatología,ROSACEA,540,675,,https://cdn.shopify.com/s/files/1/0088/1937/6188/files/Diseno_sin_titulo_33.png,dermaexpress,RUBORIL EXPERT M PIEL NORMAL-MIXTA 40ML
