sku,nombre,tipo,costo,precio_fc,precio_similares,confianza,nombre_similares,termino,razones,tenia_ref,sim_previo,stock,cant_fc,cant_sim
EQ-LIF064,Cineprac 20 Tab 200 Mg,generico,41.49,67.0,84.0,90,TRIMEBUTINA 200 MG 40 TABLETAS,trimebutina 200mg,principios activos completos; concentracion coincide; cantidad difiere 20≠40; forma coincide,False,,3.0,20,40
EQ-MAI163,Crostox 30 Tab 20 Mg,generico,76.84,123.0,132.0,90,ROSUVASTATINA 20 MG 15 TABLETAS,rosuvastatina 20mg,principios activos completos; concentracion coincide; cantidad difiere 30≠15; forma coincide,False,,1.0,30,15
EQ-MAV162,Dolxen 10 Tab 500 Mg,generico,19.88,31.0,78.0,90,NAPROXENO 500 MG 45 TABLETAS,naproxeno 500mg,principios activos completos; concentracion coincide; cantidad difiere 10≠45; forma coincide,False,,5.0,10,45
EQ-PGE052,Ercatriv M Calcitriol 30 Caps 0.25 Mcg,generico,47.13,167.0,170.0,90,CALCITRIOL  0.25MCG 50 CAPSULAS,calcitriol 0.25mcg,principios activos completos; concentracion coincide; cantidad difiere 30≠50; forma coincide,True,170.0,1.0,30,50
EQ-MAV415,Esomeprazol 28 Tab 40 Mg,generico,99.14,261.0,199.0,90,ESOMEPRAZOL 40 MG 14 TABLETAS,esomeprazol 40mg,principios activos completos; concentracion coincide; cantidad difiere 28≠14; forma coincide,True,199.0,1.0,28,14
EQ-BEA379,Espironolactona,generico,26.86,43.0,66.0,90,ESPIRONOLACTONA 25 MG 30 TABLETAS,espironolactona 25mg,principios activos completos; concentracion coincide; cantidad difiere 20≠30; forma coincide,True,66.0,1.0,20,30
EQ-AMS460,Etoricoxib 14 Comp 90 Mg,generico,50.98,82.0,199.0,90,ETORICOXIB 90 MG 28 COMPRIMIDOS,etoricoxib 90mg,principios activos completos; concentracion coincide; cantidad difiere 14≠28; forma coincide,True,199.0,1.0,14,28
EQ-SON237,Expicin 25 Caps 500 Mg,generico,29.56,48.0,48.0,90,AMPICILINA 500 MG 20 CAPSULAS,ampicilina 500mg,principios activos completos; concentracion coincide; cantidad difiere 25≠20; forma coincide,True,48.0,5.0,25,20
EQ-AMS275,Ezetimiba/Simvasta 28 Tab 10/20 Mg,generico,100.08,161.0,169.0,90,EZETIMIBA / SIMVASTATINA 10/20MG 14 COMPRIMIDOS,ezetimiba simvastatina 20mg,principios activos completos; equivalente generico verificado por composicion; concentracion coincide; cantidad difiere 28≠14; forma coincide,True,169.0,1.0,28,14
FC-27425008,Groobe (Dimenhidrinato) 50 mg,generico,30.31,49.0,28.0,90,DIMENHIDRINATO 50 MG 12 CAPSULAS,dimenhidrinato 50mg,principios activos completos; concentracion coincide; cantidad difiere 24≠12; forma coincide,True,28.0,1.0,24,12
FC-49022492,Irbesartán 150 mg 28 tabletas LGEN,generico,92.36,231.0,94.0,90,IRBESARTAN 150 MG 14 TABLETAS,irbesartan,concentracion coincide; cantidad difiere 28≠14; forma coincide,False,,1.0,28,14
FC-16804708,Irbesartán 150 mg frasco 28 tabletas LGEN,generico,97.42,244.0,94.0,90,IRBESARTAN 150 MG 14 TABLETAS,irbesartan,concentracion coincide; cantidad difiere 28≠14; forma coincide,False,,2.0,28,14
EQ-BEA367,Losartan beadvance 60 tab 50 mg,generico,28.11,45.0,66.0,90,LOSARTAN POTASICO 50MG 30 TABLETAS,losartan potasico 50mg,principios activos completos; concentracion coincide; cantidad difiere 60≠30; forma coincide,False,,0,60,30
EQ-EXA035,Neomici Polimixi B Gramicidi 1 Sol 15 Ml,generico,40.58,65.0,41.0,90,POLIMIXINA B / NEOMICINA / GRAMICIDINA SOLUCION OFTALMICA 15 ML 1 PIEZA,neomicina polimixina 15ml,principios activos completos; equivalente generico verificado por composicion; concentracion coincide; cantidad difiere 15≠1; forma coincide,True,41.0,1.0,15,1
FC-75723137,Novakosid senosidos A-B 8.6 mg C/20,generico,13.93,23.0,54.0,90,SENOSIDOS AB 8.6MG 60 TABLETAS,senosidos 8.6mg,principios activos completos; concentracion coincide; cantidad difiere 20≠60; forma coincide,True,54.0,2.0,20,60
FC-5885E577,Pabesorag,generico,60.47,82.0,159.0,90,IRBESARTAN / HIDROCLOROTIAZIDA 150/12.5MG 14 TABLETAS,irbesartan hidroclorotiazida 12.5mg,principios activos completos; equivalente generico verificado por composicion; concentracion coincide; cantidad difiere 28≠14; forma coincide,True,159.0,0,28,14
EQ-AMS232,Pregabalina 28 Caps 75 Mg,generico,37.48,60.0,74.0,90,PREGABALINA 75MG 14 CAPSULAS,pregabalina 75mg,principios activos completos; concentracion coincide; cantidad difiere 28≠14; forma coincide,True,74.0,1.0,28,14
FC-03738879,Rosel-t antigripal C/15,generico,22.25,35.0,33.0,90,AMANTADINA / CLORFENAMINA / PARACETAMOL 24 CAPSULAS,amantadina clorfenamina,principios activos completos; equivalente generico verificado por composicion; cantidad difiere 15≠24; forma equivalente tableta~capsula,False,,3.0,15,24
EQ-NUC034,Tefilinb 28 Tab 2 Mg,generico,35.29,57.0,124.0,90,TOLTERODINA 2 MG 14 TABLETAS,tolterodina 2mg,principios activos completos; concentracion coincide; cantidad difiere 28≠14; forma coincide,False,,2.0,28,14
EQ-AMS221,Telmisartán 28 Tab 80 Mg,generico,51.7,83.0,104.0,90,TELMISARTAN 80 MG 14 TABLETAS,telmisartan 80mg,principios activos completos; concentracion coincide; cantidad difiere 28≠14; forma coincide,True,104.0,2.0,28,14
FC-03388107,Vomisin (Dimenhidrinato) 50 mg,generico,40.1,65.0,28.0,90,DIMENHIDRINATO 50 MG 12 CAPSULAS,dimenhidrinato 50mg,principios activos completos; concentracion coincide; cantidad difiere 20≠12; forma equivalente tableta~capsula,True,28.0,1.0,20,12
EQ-BIO058,Wadil 30 Tab 500/5 Mg,generico,28.85,47.0,58.0,90,METFORMINA / GLIBENCLAMIDA 500/5MG 60 TABLETAS,metformina glibenclamida 5mg,principios activos completos; equivalente generico verificado por composicion; concentracion coincide; cantidad difiere 30≠60; forma coincide,False,,1.0,30,60
FC-08443033,Alka-Seltzer C/12 alivio rapido,marca,39.0,53.0,39.0,90,ACIDO ACETILSALICILICO/BICARBONATO DE SODIO/ACIDO CITRICO 10 TABLETAS ALKA SELTZER,acido acetilsalicilico,principios activos completos; equivalente generico verificado por composicion; cantidad difiere 12≠10; forma coincide,False,,2.0,12,10
FC-50608272,Contac Ultra,marca,32.34,43.66,36.0,90,CLORFENAMINA / FENILEFRINA / PARACETAMOL 24 TABLETAS,paracetamol fenilefrina,principios activos completos; equivalente generico verificado por composicion; cantidad difiere 12≠24; forma coincide,False,,2.0,12,24
FC-60403681,Desenfriol D,marca,61.68,89.0,36.0,90,CLORFENAMINA / FENILEFRINA / PARACETAMOL 24 TABLETAS,clorfenamina fenilefrina,principios activos completos; equivalente generico verificado por composicion; cantidad difiere 30≠24; forma equivalente capsula~tableta,False,,3.0,30,24
FC-27879559,JULAB norfloxacino/fenazopiridina 400/100 mg C/8,marca,185.0,279.0,199.0,90,NORFLOXACINO / FENAZOPIRIDINA 400/100MG 16 TABLETAS,norfloxacino fenazopiridina 100mg,principios activos completos; equivalente generico verificado por composicion; concentracion coincide; cantidad difiere 8≠16; forma coincide,False,,1.0,8,16
EQ-MAV102,Lincover lincomicina 16 cáps 500 mg,marca,58.74,94.0,94.0,90,LINCOMICINA 500 MG 18 CAPSULAS,lincomicina 500mg,principios activos completos; concentracion coincide; cantidad difiere 16≠18; forma coincide,False,,2.0,16,18
FC-00170941,XL-3 Xtra C/12,marca,36.26,49.0,36.0,90,CLORFENAMINA / FENILEFRINA / PARACETAMOL 24 TABLETAS,paracetamol fenilefrina,principios activos completos; equivalente generico verificado por composicion; cantidad difiere 12≠24; forma coincide,False,,4.0,12,24
EQ-NOV154,Belazix C/20 Tab 5mg,generico,64.96,104.0,99.0,88,LEVOCETIRIZINA 5MG 10TABLETAS,levocetirizina 5mg,principios activos completos; concentracion coincide; cantidad difiere 20≠10,True,99.0,1.0,20,10
FC-09745997,Pamedan (Dexpantenol) crema 5%,generico,19.53,32.0,34.0,87,DEXPANTENOL 5/100GR POMADA 30GR TATUAJES,dexpantenol,principios activos completos; concentracion coincide; forma equivalente crema~unguento,True,34.0,1.0,,
FC-9741524,Naturex colágeno hidrolizado tabletas C/60,generico,41.06,60.0,112.01,86,SIMI COLAGENO TOPICO 60 CAPSULAS,colageno,principios activos completos; cantidad coincide; forma equivalente tableta~capsula,False,,1.0,60,60
FC-053610,Alli-Triple C/10 tabletas,generico,58.8,80.0,64.0,85,DICLOFENACO SODICO / VITAMINAS B1 / B6 / B12 30 TABLETAS,diclofenaco vitaminas,principios activos completos; equivalente generico verificado por composicion; cantidad difiere 10≠30; forma coincide,False,,0,10,30
FC-DB3B2584,Celesbitan,generico,16.91,26.0,56.0,85,BETAMETASONA DE DIPROPIONATO / BETAMETASONA DE FOSFATO SODICO SUSPENSION INYECTABLE 1 AMPOLLETA,betametasona,principios activos completos; cantidad coincide,True,37.0,2.0,1,1
FC-09749421,Dexpantenol crema 5% 30 g (Maver Tattoo),generico,14.12,23.0,34.0,85,DEXPANTENOL 5/100GR POMADA 30GR TATUAJES,dexpantenol,principios activos completos; concentracion coincide; forma equivalente crema~unguento,True,34.0,2.0,,
FC-50AC2C82,Erispan,generico,24.45,37.0,56.0,85,BETAMETASONA DE DIPROPIONATO / BETAMETASONA DE FOSFATO SODICO SUSPENSION INYECTABLE 1 AMPOLLETA,betametasona,principios activos completos; cantidad coincide,False,,1.0,1,1
FC-DF8ADDAB,Erispan,generico,22.15,33.0,56.0,85,BETAMETASONA DE DIPROPIONATO / BETAMETASONA DE FOSFATO SODICO SUSPENSION INYECTABLE 1 AMPOLLETA,betametasona,principios activos completos; cantidad coincide,False,,1.0,1,1
FC-58207010,Oxital-C (Vitamina C),generico,45.14,90.0,61.0,85,ACIDO ASCORBICO 2 GR SABOR NARANJA 10 COMPRIMIDOS EFERVESCENTES,oxital vitamina,principios activos completos; concentracion coincide; cantidad coincide; forma coincide,False,,6.0,10,10
FMX-302906,Vizano Capsulas C/30,generico,41.06,66.0,89.0,85,SIMI B HIERRO Y ZINC 60 CAPSULAS,zinc,principios activos completos; cantidad difiere 30≠60; forma coincide,False,,1.0,30,60
FC-01007663,Wamindel (Paracetamol) solución infantil 3.2 g/100 mL,generico,15.44,25.0,34.0,85,PARACETAMOL 3.2GR/100ML PEDIATRICO JARABE 120 ML 1 PIEZA,paracetamol 100ml,principios activos completos; concentracion coincide; forma equivalente solucion~jarabe,True,34.0,2.0,,1
FC-62746643,Ajolotius menta eucalipto pastillas,marca,19.5,35.0,31.0,85,CARAMELO SIMILYPTUS ZERO AZUCAR 10 PIEZAS,azucar,principios activos completos; cantidad coincide; forma coincide,False,,1.0,10,10
FC-LV-RAM156,Duet Flexenol NF 16 tab 275/300 mg,marca,30.06,45.0,34.0,85,NAPROXENO SODICO/PARACETAMOL 275MG/300MG 10TABLETAS,naproxeno paracetamol 300mg,principios activos completos; equivalente generico verificado por composicion; concentracion coincide; cantidad difiere 16≠10,False,,4.0,16,10
FC-00740024,Silka Medic Gel,marca,80.56,108.76,34.0,85,TERBINAFINA CLORHIDRATO CREMA 15 GR 1 PIEZA,terbinafina,principios activos completos; concentracion coincide; forma equivalente gel~crema,False,,1.0,,1
