sku,nombre,tipo,categoria,marca,laboratorio_inferido,principio_activo,pa_sucio,concentracion,forma_farmaceutica,presentacion,costo,precio,markup_implicito_pct,margen_sobre_venta_pct,regla_markup,regla_markup_pct,piso,ean,ean_clase,ean_nota,precio_similares,precio_fahorro,ref_min,sugerido_min_menos_2,piso_gt_mercado,stock
FC-46682815,Desodorante Speed Stick sensitive protect,marca,Higiene,Speed Stick,,Antitranspirante / desodorante,si,,,150 mL,29.91,40.00,33.8,25.2,categoria,40,42,7509546682815,gs1_mx,EAN-13 México,,,,,,1
FC-43489165,Escudo jabón líquido blanco neutro,marca,Higiene,Escudo,,Jabon / tensioactivos,,,Jabón líquido,225 ML,25.08,36.00,43.5,30.3,categoria,40,36,7501943489165,gs1_mx,EAN-13 México,,,,,,1
FC-38CAFE6B,Mercurio Aceite Romero,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Aceite,C/25,8.00,12.80,60.0,37.5,sin_clasificar,35,13,,vacio,,,,,,,3
FC-3676D5DC,Mercurio Espiritus Tomar,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Producto natural,C/25,6.00,9.61,60.2,37.6,sin_clasificar,35,11,,vacio,,,,,,,3
FC-39036C88,Mercurio Glicerina,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Glicerina,C/25,12.00,19.21,60.1,37.5,sin_clasificar,35,17,,vacio,,,,,,,3
FC-47AAF23B,Mercurio Sulfatiazol Polvo,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Polvo,C/50,69.00,110.40,60.0,37.5,sin_clasificar,35,94,,vacio,,,,,,,1
FC-40CE757D,Cefalver,marca,Otro,Cefalver,,,,1 G,TABLETAS,12 TABLETAS,62.48,81.23,30.0,23.1,med_otc_marca,35,85,,vacio,,,,,,,1
FC-85592111,Scabisan,marca,Producto,Scabisan,CHINOIN,,,,CREMA,,194.60,311.36,60.0,37.5,sin_clasificar,35,263,7501088559211,gs1_mx,EAN-13 México,,,,,,1
FC-86167151,Nestum Probioticos Avena 270 Probioticos,marca,Abarrotes,Nestum,MARCAS NESTLE,,,,Suplemento,,52.43,83.89,60.0,37.5,categoria,40,74,7501058616715,gs1_mx,EAN-13 México,,,,,,1
FC-86901100,Alcohol Etilico Azul 71.6,marca,Botiquín,Dibar,,Alcohol etilico,,,Alcohol,125 ML,7.40,13.00,75.7,43.1,categoria,50,13,7501868901100,gs1_mx,EAN-13 México,,,,,,5
FC-88923551,Cilocid Iv,marca,Otro,Cilocid,BRULUART,,,,TABLETAS,C/20,7.25,9.43,30.1,23.1,med_otc_marca,35,13,7502208892355,gs1_mx,EAN-13 México,,,,,,16
FC-87154871,Graneodin F (flurbiprofeno),marca,Analgésico,Graneodin,RB HEALTH,Flurbiprofeno,,,TABLETAS,C/16 8.75 mg,135.20,172.12,27.3,21.5,med_otc_marca,35,183,7501058715487,gs1_mx,EAN-13 México,,,,,,2
FC-88508929,Anara,marca,Otro,Anara,CHINOIN,,,,TABLETAS,C/20,162.60,211.38,30.0,23.1,med_otc_marca,35,220,7501088508929,gs1_mx,EAN-13 México,,,,,,1
FC-885F2723,Carbamazepina,generico,Otro,,,CARBAMAZEPINA,,200 MG,TABLETAS,20 TABLETAS,18.11,28.98,60.0,37.5,med_generico,60,29,,vacio,,,80.0,80.0,79,,3
FC-87932321,Microdacyn lubricante cereza 50 ml,marca,Higiene,Microdacyn,RB HEALTH,,,,Lubricante,50 ML,101.90,163.05,60.0,37.5,categoria,40,143,7501058793232,gs1_mx,EAN-13 México,,,,,,1
FC-51067711,Nido leche en polvo (grande),marca,Producto,Nido,MARCAS NESTLE,Formula lactea,,,,,112.70,180.33,60.0,37.5,sin_clasificar,35,153,7506475106771,gs1_mx,EAN-13 México,,,,,,1
FC-50003151,Neo-Melubrina jarabe,marca,Otro,Opella,OPELLA,Dipirona + Metoclopramida,,,Inyectable,100 ML,118.58,189.73,60.0,37.5,med_otc_marca,35,161,7501165000315,gs1_mx,EAN-13 México,,,,,,1
FC-86708021,Protec termómetro digital,marca,Producto,Protec,DEGASA,Material absorbente,,,,,41.26,66.02,60.0,37.5,sin_clasificar,35,56,7501048670802,gs1_mx,EAN-13 México,,,,,,1
FC-89794961,Histiacil NF Infantil (Jarabe),marca,Otro,Histiacil,OPELLA,,,150 ML,JARABE,1 JARABE,125.80,163.54,30.0,23.1,med_otc_marca,35,170,7501328979496,gs1_mx,EAN-13 México,,,,,,1
FC-88947797,Tribedoce Tabletas,marca,Vitaminas,Tribedoce Bruluagsa,BRULUART,Tiamina/Piridoxina/Cianocobalamina,,,TABLETAS,C/30 100mg/5mg/50mg/,17.64,24.00,36.1,26.5,categoria,45,26,7502208894779,gs1_mx,EAN-13 México,,,,,,5
FC-50AC2C82,Erispan,marca,Otro,Erispan,,BETAMETASONA,,8MG/2 ML,FRASCO AMPULA,1 FRASCO AMPULA,24.45,31.79,30.0,23.1,sin_clasificar,35,34,7502009740916,gs1_mx,EAN-13 México,56.0,,56.0,55,,1
FC-54073302,Silica Shine Sily Oleo Argan,marca,Cuidado personal,Shine Sily,,Silice / dimeticone,,,Tratamiento capilar,105 ML,45.26,63.00,39.2,28.2,categoria,40,64,7502254073302,gs1_mx,EAN-13 México,,,,,,1
FC-54504535,Crema corporal Nivea Milk,marca,Cuidado personal,Nivea,,Emolientes / humectantes,,,Crema,400 ML,85.87,121.00,40.9,29.0,categoria,40,121,7501054504535,gs1_mx,EAN-13 México,,,,,,1
FC-54549796,Crema Nivea Milk Nutritiva,marca,Cuidado personal,Nivea,,Emolientes / humectantes,,,Crema,100 mL,31.58,45.00,42.5,29.8,categoria,40,45,7501054549796,gs1_mx,EAN-13 México,,,,,,1
FC-54549819,Crema Nivea Softmilk,marca,Cuidado personal,Nivea,,Emolientes / humectantes,,,Crema,100 ML,26.30,42.09,60.0,37.5,categoria,40,37,7501054549819,gs1_mx,EAN-13 México,,,,,,1
FC-55280956,Desodorante Obao Men Tattoo Rebel (Hombre),marca,Higiene,Obao,,Antitranspirante / desodorante,si,,Desodorante,R-ON 65 G,25.83,33.00,27.8,21.7,categoria,40,37,7509552780956,gs1_mx,EAN-13 México,,,,,,1
FC-56131681,Evenflo,marca,Higiene,Evenflo,KIMBERLY CLARK,Material sintetico,,,Pañuelos desechables,C/90,24.89,39.83,60.0,37.5,categoria,40,35,7506425613168,gs1_mx,EAN-13 México,,,,,,14
FC-95467264,Sal de Uvas Ixh C/50,marca,Producto,Sal de Uvas,RB HEALTH,,,,,C/50,163.50,261.61,60.0,37.5,sin_clasificar,35,221,7501095467264,gs1_mx,EAN-13 México,,,,,,1
FC-58611420,Nido Nido Nestle Bolsa,marca,Abarrotes,Nido,MARCAS NESTLE,Formula lactea,,,Leche,,53.70,85.93,60.0,37.5,categoria,40,76,7501058611420,gs1_mx,EAN-13 México,,,,,,1
FC-66534951,Colgate Total,marca,Higiene,Colgate,COLGATE PALMOLIVE,Fluoruro de sodio,,,Crema dental,1 tubo,22.93,36.69,60.0,37.5,categoria,40,33,7509546653495,gs1_mx,EAN-13 México,,,,,,1
FC-5D59ED54,Mercurio Cloruro De Magnesio Cajita,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Producto natural,C/10,34.00,54.41,60.0,37.5,sin_clasificar,35,46,,vacio,,,,,,,2
FC-614E4F82,Perilla N3,generico,Botiquín,Edigar,,Material plastico,,,Perilla,PIEZA,18.50,29.60,60.0,37.5,categoria,50,28,,vacio,,,,,,,2
FC-66055303,Prueba Embarazo Meditest,marca,Producto,Meditest,,Gonadotropina corionica (test),,,,C/1,15.18,25.00,64.7,39.3,sin_clasificar,35,21,7506022315281,gs1_mx,EAN-13 México,,,,,,6
FC-68900134,Gasa Lox10 C/100,marca,Producto,Dibar,DIBAR,Material de curacion,,,,C/100,108.88,174.21,60.0,37.5,categoria,50,164,7501868900134,gs1_mx,EAN-13 México,,,,,,3
FC-67905186,Blumen coconut líquido,marca,Higiene,Blumen,,Surfactantes,si,,Jabón líquido,221 ML,16.70,24.00,43.7,30.4,categoria,40,24,7506267905186,gs1_mx,EAN-13 México,,,,,,1
FC-95451096,Sal de uvas,marca,Gastro,Picot,RB HEALTH,Bicarbonato de sodio/Acido tartarico/Acido citrico,,,,C/10,37.14,60.00,61.6,38.1,sin_clasificar,35,51,7501095451096,gs1_mx,EAN-13 México,,,,,,2
FC-56360429,Talco para pies Rexona Efficient Orig,marca,Higiene,Genérico,,Talco / zinc undecilenato,,,Talco,200 G,71.80,101.00,40.7,28.9,categoria,40,101,7501056360429,gs1_mx,EAN-13 México,,,,,,1
FC-56371159,Jabon Dove Exfoliacion,marca,Otro,Dove,,Jabon / tensioactivos,,,Jabón,135 G,30.54,35.00,14.6,12.7,sin_clasificar,35,42,7501056371159,gs1_mx,EAN-13 México,,,,,,1
FC-57925EF3,Reglusan,marca,Otro,Reglusan,,GLIBENCLAMIDA,,5 MG,TABLETAS,50 TABLETAS,8.88,11.55,30.1,23.1,med_otc_marca,35,14,7501075714739,gs1_mx,EAN-13 México,,,,,,5
FC-5C8C9C11,Gelubrin,marca,Otro,Gelubrin,,IBUPROFENO,,600 MG,CAPSULAS,10 CAPSULAS,21.95,28.54,30.0,23.1,med_otc_marca,35,30,7503027446279,gs1_mx,EAN-13 México,,,,,,5
FC-61111501,Talco Desodorante ODolex,marca,Higiene,Odolex,,Antitranspirante / desodorante,si,,Talco,150 G,17.77,25.00,40.7,28.9,categoria,40,25,7501361111501,gs1_mx,EAN-13 México,,,,,,1
FC-61124013,Talco Desodorante Odolex Fresh,marca,Higiene,Odolex,,Antitranspirante / desodorante,si,,Talco,150 G,17.77,25.00,40.7,28.9,categoria,40,25,7501361124013,gs1_mx,EAN-13 México,,,,,,1
FC-68900127,Gasa 10 x 10,marca,Botiquín,Dibar,DIBAR,Material de curacion,,,Gasa,PAQ 10,123.58,197.73,60.0,37.5,categoria,50,186,7501868900127,gs1_mx,EAN-13 México,,,,,,1
FC-68960257,Alcohol Etilico Rojo 96°,marca,Botiquín,Dibar,,Alcohol etilico,,,Alcohol,1 L,53.20,80.00,50.4,33.5,categoria,50,80,7501868900257,gs1_mx,EAN-13 México,,,,,,12
FC-67905131,Blumen jabón líquido cherry blossom,marca,Higiene,Blumen,,Jabon / tensioactivos,,,Jabón líquido,221 ML,16.70,28.45,70.4,41.3,categoria,40,24,7506267905131,gs1_mx,EAN-13 México,,,,,,1
FC-5A697CC2,Mercurio Aceite Olivo,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Aceite,C/25,8.00,12.80,60.0,37.5,sin_clasificar,35,13,,vacio,,,,,,,3
FC-578F060C,Mercurio Borax Polvo,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Polvo,C/50,53.00,84.81,60.0,37.5,sin_clasificar,35,72,,vacio,,,,,,,1
FC-62034164,Mercurio Espiritus Untar,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Producto natural,C/25,6.00,9.61,60.2,37.6,sin_clasificar,35,11,,vacio,,,,,,,3
FC-59225411,Nido leche en polvo (bolsa),marca,Producto,Nido,MARCAS NESTLE,Formula lactea,,,,,74.19,118.71,60.0,37.5,sin_clasificar,35,101,7501059225411,gs1_mx,EAN-13 México,,,,,,1
FC-1321B34F,Hidroxon,marca,Otro,Hidroxon,,,,10 MG,TABLETAS,30 TABLETAS,34.60,44.98,30.0,23.1,med_otc_marca,35,47,,vacio,,,,,,,1
FC-6898B64F,Bioerter,marca,Otro,Bioerter,PROGELA,CETIRIZINA,,250 MG/100 ML,SUSPENSION,1 SUSPENSION,47.70,62.02,30.0,23.1,med_otc_marca,35,65,7503008344747,gs1_mx,EAN-13 México,84.0,,84.0,83,,1
FC-68990023,Alcohol Etilico Rojo 96°,marca,Botiquín,Dibar,,Alcohol etilico,,,Alcohol,500 ML,28.20,49.00,73.8,42.4,categoria,50,43,7501868990023,checksum_invalido,Dígito verificador GS1 no cuadra,,,,,,3
FC-DB3B2584,Celesbitan,marca,Otro,Celesbitan,,,,C/BER 6MG/2 ML,FRASCO AMPULA,1 FRASCO AMPULA,16.91,21.99,30.0,23.1,sin_clasificar,35,23,,vacio,,56.0,,56.0,55,,2
FC-83351381,Agua oxigenada,marca,Botiquín,Dermocleen,DEGASA,Agua oxigenada,,,Agua oxigenada,100 ML,7.64,12.23,60.1,37.5,categoria,50,13,7501048335138,gs1_mx,EAN-13 México,,,,,,1
FC-83351691,Degasa Agua Oxigenada,marca,Botiquín,Degasa,DEGASA,Agua oxigenada,,,Agua oxigenada,230 ML,10.19,16.31,60.1,37.5,categoria,50,16,7501048335169,gs1_mx,EAN-13 México,,,,,,2
FC-6B2ADEE9,Protect aerosol 200 dosis,marca,GENERAL,Protect,,Budesonida + Formoterol,,,SPRAY,12.80 G,96.21,125.08,30.0,23.1,sin_clasificar,35,130,7501109900008,gs1_mx,EAN-13 México,,,,,,1
FC-72300171,Talco Desodorante Ting polvo,marca,Cuidado personal,Ting,,Antitranspirante / desodorante,si,,Polvo,85 G,80.46,113.00,40.4,28.8,categoria,40,113,7501072300171,gs1_mx,EAN-13 México,,,,,,1
FC-DA34D88D,Erbitrax Terbinafina,marca,Otro,Erbitrax,,,,250 MG,TABLETAS,C/7,49.83,67.00,34.5,25.6,med_otc_marca,35,68,7502211783657,gs1_mx,EAN-13 México,,,,,,1
FC-72629012,Cepillo Dent Clinic,marca,Higiene,Clinic,,Material sintetico,,,Cepillo dental,1 pz,8.05,15.00,86.3,46.3,categoria,40,14,7501072629012,gs1_mx,EAN-13 México,,,,,,12
FC-75069223,Rexona Sport Stick,marca,Higiene,Rexona,,Antitranspirante,si,,Desodorante,45 g,42.82,60.00,40.1,28.6,categoria,40,60,75069223,ean8_o_interno,8 dígitos: EAN-8 real o código interno recortado,,,,,,1
FC-75076009,Rexona 48H Happy (Mujer),marca,Higiene,Rexona,,Antitranspirante,si,,Desodorante,STICK 45 G,51.50,85.60,66.2,39.8,categoria,40,73,75076009,ean8_o_interno,8 dígitos: EAN-8 real o código interno recortado,,,,,,1
FC-89810021,Armstrong Herklin Ne Sham 60 Ml,marca,Producto,Armstrong,ARMSTRONG,Surfactantes,si,,SHAMPOO,60 ML,79.38,127.01,60.0,37.5,sin_clasificar,35,108,7501089810021,gs1_mx,EAN-13 México,,,,,,2
FC-92506045,Cera Ego Matte,marca,Cuidado personal,Ego,,Cera / resina,,,Cera capilar,25 G,17.98,27.00,50.2,33.4,categoria,40,26,7506192506045,gs1_mx,EAN-13 México,,,,,,1
FC-93022567,Desodorante Rexona Men V8 (Hombre),marca,Higiene,Rexona,,Antitranspirante / desodorante,si,,Desodorante,90 G,54.68,77.00,40.8,29.0,categoria,40,77,7791293022567,gs1_otro_pais,"EAN-13 válido, prefijo 779 (no 750)",,,,,,1
FC-93025919,Desodorante Axe Excite Seco (hombre),marca,Higiene,Axe,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 152 ML,62.83,88.00,40.1,28.6,categoria,40,88,7791293025919,gs1_otro_pais,"EAN-13 válido, prefijo 779 (no 750)",,,,,,1
FC-93038223,Desodorante Rexona Men Sport,marca,Higiene,Rexona,,Antitranspirante / desodorante,si,,Desodorante,SPRAY 150 ML,54.68,77.00,40.8,29.0,categoria,40,77,7791293038223,gs1_otro_pais,"EAN-13 válido, prefijo 779 (no 750)",,,,,,1
FC-930E0B1B,Vandil,marca,Otro,Vandil,,AMOXICILINA,,250MG/5/75 ML,SUSPENSION,1 SUSPENSION,20.58,26.76,30.0,23.1,med_otc_marca,35,29,7503001007069,gs1_mx,EAN-13 México,,,,,,1
FC-80950139,Condones Trojan Pro-Tech,marca,Producto,Trojan,CHURCH & DWIGHTND,Latex,si,,,3 pzs,36.13,68.00,88.2,46.9,sin_clasificar,35,49,7501080950139,gs1_mx,EAN-13 México,,,,,,1
FC-DDFBABDF,Clamoxin 12H Ped (Amoxicilina/Clavulánico susp.),marca,Otro,Clamoxin,,AMOXICILINA/AC. CLAVULANICO,,200/28.5MG/40 ML,SUSPENSION,1 SUSPENSION,25.94,33.73,30.0,23.1,med_otc_marca,35,36,,vacio,,,,,,,1
FC-DB4A39AE,Eferox (Cefalexina),marca,Otro,Calcio,,,,500 MG,COMPRIMIDOS,12 COMPRIMIDOS,39.07,50.80,30.0,23.1,med_otc_marca,35,53,,vacio,,,,,,,1
FC-89F00320,Mercurio Arnica,marca,Cuidado personal,Mercurio,,Arnica montana,,,Pomada,C/25,10.50,16.80,60.0,37.5,categoria,40,16,3311000003920,gs1_otro_pais,"EAN-13 válido, prefijo 331 (no 750)",,,,,,5
FC-73629981,Kleenex Panuelos Pack C/8 1,marca,Higiene,Kleenex,KIMBERLY CLARK,Celulosa,,,Pañuelos desechables,C/8,33.30,53.28,60.0,37.5,categoria,40,47,7501017362998,gs1_mx,EAN-13 México,,,,,,1
FC-83510531,Protec Antibacterial 22.40 Antibacterial,marca,Cuidado personal,Protec,DEGASA,Material absorbente,,,Gel,250 ML,123.58,197.73,60.0,37.5,categoria,40,174,7501048351053,gs1_mx,EAN-13 México,,,,,,1
FC-92821171,Nido Nido Nestle Bolsa Nestle,marca,Abarrotes,Nido,MARCAS NESTLE,Formula lactea,,,Leche,240 G,30.67,49.08,60.0,37.5,categoria,40,43,7501059282117,gs1_mx,EAN-13 México,,,,,,2
FC-AA905BF7,Perludil,marca,Otro,Perludil,,ALGESTONA + ESTRADIOL,,150/10 MG,FRASCO AMPULA,1 FRASCO AMPULA,16.11,20.95,30.0,23.1,sin_clasificar,35,22,7800831412262,gs1_otro_pais,"EAN-13 válido, prefijo 780 (no 750)",,,,,,1
FC-22150221,Jabon en Barra Ricitos de Oro Neutro,marca,Higiene,Ricitos de Oro,,Jabon / tensioactivos,,,Jabón,90 G,20.80,30.00,44.2,30.7,categoria,40,30,7501022150221,gs1_mx,EAN-13 México,,,,,,1
FC-35908130,Talco Para Bebe Mennen Azul,marca,Higiene,Mennen,,Talco / zinc undecilenato,,,Talco,200 G,69.19,97.00,40.2,28.7,categoria,40,97,7501035908130,gs1_mx,EAN-13 México,,,,,,1
FC-35908147,Talco Para Bebe Mennen Rosa,marca,Higiene,Mennen,,Talco / zinc undecilenato,,,Talco,200 G,69.19,97.00,40.2,28.7,categoria,40,97,7501035908147,gs1_mx,EAN-13 México,,,,,,1
FC-40171550,Pasta Dent Sensodyne rápido relief,marca,Higiene,Sensodyne,,Fluoruro de sodio,,,Crema dental,100 G,106.44,150.00,40.9,29.0,categoria,40,150,7794640171550,gs1_otro_pais,"EAN-13 válido, prefijo 779 (no 750)",,,,,,1
FC-43489004,Escudo Rosa Cuidado,marca,Higiene,Escudo,,Surfactantes / formula corporal,si,,Jabón,110 G,8.96,19.00,112.1,52.8,categoria,40,14,7501943489004,gs1_mx,EAN-13 México,,,,,,2
FC-48640751,Venda de yeso 5 cm x 2.75 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,1 PZA,14.53,22.00,51.4,34.0,categoria,50,22,7501048640751,gs1_mx,EAN-13 México,,,,,,1
FC-48690909,Venda Elástica Protec 7 cm x 5 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,7 CM x 5 M,21.14,32.00,51.4,33.9,categoria,50,32,7501048690909,gs1_mx,EAN-13 México,,,,,,1
FC-54500216,Crema Nivea de Tarro Crist,marca,Cuidado personal,Nivea,,Emolientes / humectantes,,,Crema,400 ML,147.15,207.00,40.7,28.9,categoria,40,207,7501054500216,gs1_mx,EAN-13 México,,,,,,1
FC-42326414,Garnier agua micelar De Rosas,marca,Cuidado personal,Garnier,,,,,Agua micelar,400 ML,108.24,152.00,40.4,28.8,categoria,40,152,3600542326414,gs1_otro_pais,"EAN-13 válido, prefijo 360 (no 750)",,,,,,1
FC-06247468,Gel Ego Fresh,marca,Cuidado personal,Ego,,,,,Gel,200 g,17.54,25.00,42.5,29.8,categoria,40,25,7506306247468,gs1_mx,EAN-13 México,,,,,,1
FC-9827438F,Mercurio Veneno De Abeja,marca,Cuidado personal,Mercurio,,Producto homeopatico / natural,,,Pomada,C/25,9.50,15.20,60.0,37.5,categoria,40,15,,vacio,,,,,,,3
FC-9A1C64E7,Perilla Edigar N O Caja,marca,Producto,Perilla,,Material plastico,,,Perilla,,14.50,23.21,60.1,37.5,sin_clasificar,35,20,,vacio,,,,,,,2
FC-A2B284E0,Hialuronato De Sodio 4Mg,marca,Producto,Hialuronato,,Hialuronato de sodio,,,,10 ML,113.89,148.06,30.0,23.1,sin_clasificar,35,154,,vacio,,,423.0,423.0,415,,1
FC-26462061,Chupon Ternura Ortodontic Miel C3,marca,Bebés,Ternura,,,,,Chupón,,22.30,29.00,30.0,23.1,categoria,30,31,7501026462061,gs1_mx,EAN-13 México,,,,,,1
FC-A871D831,Perilla N6,generico,Botiquín,Edigar,,Material plastico,,,,PIEZA,22.50,30.38,35.0,25.9,categoria,50,34,,vacio,,,,,,,2
FC-9A37D44A,Amdoryl,marca,Otro,Amdoryl,,LANSOPRAZOL,,30 MG,CAPSULAS,14 CAPSULAS,26.11,33.95,30.0,23.1,med_otc_marca,35,36,7503003738961,gs1_mx,EAN-13 México,,,,,,2
FC-9F67BB73,Amifarin,marca,Otro,Amifarin,,DICLOXACILINA,,250MG 60 ML,SUSPENSION,1 SUSPENSION,27.00,35.10,30.0,23.1,med_otc_marca,35,37,7503001007090,gs1_mx,EAN-13 México,,,,,,1
FC-9507CD66,Mercurio Haba Alcanforada,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Haba alcanforada,C/50,65.00,104.00,60.0,37.5,sin_clasificar,35,88,,vacio,,,,,,,1
FC-A680F97E,Mercurio Yodo Tomar,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Yodo,C/25,11.00,17.61,60.1,37.5,sin_clasificar,35,16,,vacio,,,,,,,3
FC-98100381,Shampoo Herklin,marca,Higiene,Herklin,ARMSTRONG,Surfactantes / formula capilar,si,,,20 ML,128.80,206.09,60.0,37.5,categoria,40,181,7501089810038,gs1_mx,EAN-13 México,,,,,,1
FC-45307181,Arnica Bde Parche,marca,GENERAL,Arnica,BDF MEXICO,,,,,,74.68,101.00,35.2,26.1,sin_clasificar,35,101,7501054530718,gs1_mx,EAN-13 México,84.0,,84.0,83,si,1
FC-36040450,Crema Grisi concha nácar para manos,marca,Cuidado personal,Grisi,,,,,Crema,80 ML,43.63,62.00,42.1,29.6,categoria,40,62,0378360404500,gs1_otro_pais,"EAN-13 válido, prefijo 037 (no 750)",,,,,,1
FC-08837311,Nivea Antitransp Pearlb Spray,marca,Higiene,Nivea,,Emolientes / humectantes,,,Desodorante,150 ML,64.73,83.00,28.2,22.0,categoria,40,91,4005808837311,gs1_otro_pais,"EAN-13 válido, prefijo 400 (no 750)",,,,,,2
FC-46655055,Mousse Caprice Volum-Cirl,marca,Cuidado personal,Caprice,,,,,Mousse capilar,200 G,50.51,71.00,40.6,28.9,categoria,40,71,7509546655055,gs1_mx,EAN-13 México,,,,,,1
FC-45720550,Quitaesmalte SKN mora azul,marca,Higiene,SKN,,,,,Tratamiento capilar,100 ML,17.20,25.00,45.3,31.2,categoria,40,25,7502245720550,gs1_mx,EAN-13 México,,,,,,1
FC-B8D7C997,Bicarbonato Sobres,marca,Botiquín,Bicarbonato,,Bicarbonato de sodio,,,Producto natural,C/50,48.00,76.81,60.0,37.5,categoria,50,72,,vacio,,,,,,,1
FC-BCF59548,Perilla N1,generico,Botiquín,Edigar,,Material plastico,,,Perilla,PIEZA,15.50,24.80,60.0,37.5,categoria,50,24,,vacio,,,,,,,12
FC-43427754,Toallas Kotex Nocturna Ext Largo cn alas,marca,Higiene,Kotex,,Solucion limpiadora,,,Toallas sanitarias,C/5,10.01,15.00,49.9,33.3,categoria,40,16,7501943427754,gs1_mx,EAN-13 México,,,,,,2
FC-20500171,Crema para peinar Pert aceite oliva aguacate,marca,Cuidado personal,Pert,,,,,Crema,100 ML,14.80,25.00,68.9,40.8,categoria,40,21,8101205001716,gs1_otro_pais,"EAN-13 válido, prefijo 810 (no 750)",,,,,,2
FC-46073033,Shampoo Caprice Acti Ceramida,marca,Higiene,Caprice,,Surfactantes / formula capilar,si,,Shampoo,200 ML,14.73,21.00,42.6,29.9,categoria,40,21,7509546073033,gs1_mx,EAN-13 México,,,,,,1
FC-48640799,Venda de yeso 15 cm x 2.75 m,marca,Botiquín,Protec,,Material de curacion,,,Material de curación,1 PZA,24.84,38.00,53.0,34.6,categoria,50,38,7501048640799,gs1_mx,EAN-13 México,,,,,,1
FC-DF8ADDAB,Erispan,marca,Otro,Erispan,,BETAMETASONA,,4MG/3 ML,FRASCO AMPULA,1 FRASCO AMPULA,22.15,28.80,30.0,23.1,sin_clasificar,35,31,,vacio,,56.0,,56.0,55,,1
FC-75001865,Brillantina Palmolive,marca,Cuidado personal,Palmolive,,Surfactantes / formula corporal,si,,Brillantine,115 mL,46.64,66.00,41.5,29.3,categoria,40,66,75001865,ean8_o_interno,8 dígitos: EAN-8 real o código interno recortado,,,,,,1
FC-86472048,Cepillo Dent Mayor Alcance Pro,marca,Higiene,PRO,,Material sintetico,,,Cepillo dental,1 PZ,27.00,33.00,22.2,18.2,categoria,40,38,7501086472048,gs1_mx,EAN-13 México,,,,,,2
FC-B3B8F9BB,Desrotan,marca,Otro,Desrotan,,FEXOFENADINA,,180 MG,TABLETAS,10 TABLETAS,47.31,61.51,30.0,23.1,med_otc_marca,35,64,7502227875568,gs1_mx,EAN-13 México,,,,,,1
FC-D037156B,Mercurio Bismuto Subnitrato,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Producto natural,C/50,73.50,117.60,60.0,37.5,sin_clasificar,35,100,,vacio,,,,,,,1
FC-D3D28E20,Mercurio Yodo Untar,marca,Producto,Mercurio,,Producto homeopatico / natural,,,Yodo,C/25,11.50,18.41,60.1,37.5,sin_clasificar,35,17,,vacio,,,,,,,3
FC-B4477A00,Pentibroxil,marca,Otro,Pentibroxil,,AMOXICILINA + AMBROXOL,,500/30 MG,CAPSULAS,16 CAPSULAS,30.04,39.06,30.0,23.1,med_otc_marca,35,41,7503000422757,gs1_mx,EAN-13 México,,,,,,2
FC-DEAF33B0,Bactiver,marca,Otro,Bactiver,,SULFAMETOXAZOL + TRIMETOPRIMA,,40/200/5/120 ML,SUSPENSION,1 SUSPENSION,21.28,27.67,30.0,23.1,med_otc_marca,35,30,7503000422511,gs1_mx,EAN-13 México,,87.0,87.0,86,,1
FC-46073040,Shampoo Caprice biotina fuerza,marca,Higiene,Caprice,,Surfactantes / formula capilar,si,,Shampoo,200 ML,14.73,21.00,42.6,29.9,categoria,40,21,7509546073040,gs1_mx,EAN-13 México,,,,,,1
FC-DFF99C3F,Mercurio,marca,Otro,Mercurio,,Arnica montana,,DE GRANADA. C/25 1750823,JARABE,JARABE,7.00,9.10,30.0,23.1,med_otc_marca,35,12,3311000003920,gs1_otro_pais,"EAN-13 válido, prefijo 331 (no 750)",,,,,,3
FC-E535DE28,Diurmessel,marca,Otro,Diurmessel,,FUROSEMIDA,,40 MG,TABLETAS,20 TABLETAS,9.31,12.11,30.1,23.1,med_otc_marca,35,15,7501573900375,gs1_mx,EAN-13 México,,,,,,5
FC-46650708,Shampoo Mennen lavanda extracto avena,marca,Higiene,Mennen,,Surfactantes / formula capilar,si,,Shampoo,200 ML,26.30,37.00,40.7,28.9,categoria,40,37,7509546650708,gs1_mx,EAN-13 México,,,,,,1
FC-34062421,Tela adhesiva,marca,Botiquín,Quirmex,QUIRMEX,Material de curacion,,,Tela adhesiva,1.25 CM x 1 M,27.00,44.00,63.0,38.6,categoria,50,41,7503003406242,gs1_mx,EAN-13 México,,,,,,5
