sku,precio,confianza,nombre_fuente,sku_externo,reason,ratio,ean_levic,ean_fc,nombre
EQ-LOE096,53.13,100,LOE096 VILADOL PLUS 20 TAB 10/500 MG,LOE096,sku_eq,1.12,7502211786788,7502211786788,Vidalol Plus 20 Tab 10/500 Mg
FC-52D2A43A,29.39,100,LOE070 ZUKEDIB 30 TAB 2 MG,LOE070,ean_exacto,1.01,7502211784029,7502211784029,Zukedib glimepirida 2 mg C/30
FC-3D0ED22B,31.51,100,LOE071 ZUKEDIB 30 TAB 4 MG,LOE071,ean_exacto,1.13,7502211784036,7502211784036,Zukedib
FC-76040436,64.5,100,MDR030 MEXSANA 1 SPRAY 150 ML,MDR030,ean_exacto,0.82,7502276040436,7502276040436,Desodorante Para Pies Mexsana
EQ-MAV358,112.48,100,MAV358 AVATTOR 30 COMP 20 MG,MAV358,sku_eq,1.09,7502009746178,7502009746178,Avattor 30 Comp 20 Mg
FC-00422511,23.12,100,MAV003 BACTIVER 1 SUSP 40/200/5/120 ML,MAV003,ean_exacto,1.09,7503000422511,7503000422511,Bactiver sulfametoxazol/trimetoprima susp. 120 mL
FC-AE5EEDF7,17.61,100,MAV001 BACTIVER 20 TAB 400/80 MG,MAV001,ean_exacto,1.04,7503000422238,7503000422238,Bactiver
FC-F8691496,22.72,100,MAV002 BACTIVER F 14 TAB 160/800 MG,MAV002,ean_exacto,1.08,7503000422283,7503000422283,Bactiver F (Sulfametoxazol/Trimetoprima)
FC-9B93AC4C,96.58,100,MAV255 BENEVENTOL 1 SUSP 100MG/5ML/50 ML,MAV255,ean_exacto,0.99,7502009745737,7502009745737,Beneventol
FC-4BD80686,90.9,100,MAV270 BENEVENTOL 3 CAPS 400 MG,MAV270,ean_exacto,1.03,7502009745928,7502009745928,Beneventol
FC-369D1689,153.73,100,MAV290 BENEVENTOL 6 CAPS 400 MG,MAV290,ean_exacto,1.05,7502009746253,7502009746253,Beneventol
EQ-MAV410,35.09,100,MAV410 BENZOCAINA 1 GEL 10 G .1/1 G,MAV410,sku_eq,0.87,7502009747205,7502009747205,Benzocaina 1 Gel 10 G .1/1 G
EQ-MAV266,77.26,100,MAV266 BERNIVER 2% 1 UNG 15 G,MAV266,sku_eq,1.01,7502009745836,7502009745836,Berniver 2% 1 Ung 15 G
FC-09745560,29.54,100,MAV238 BIOXOVER 1 JBE 300MG/120 ML,MAV238,ean_exacto,1.02,7502009745560,7502009745560,Bioxover Dropropizina
FC-58DB24C4,64.76,100,MAV350 BITENVER 30 TAB 24 MG,MAV350,ean_exacto,1.03,7502009747373,7502009747373,Bitenver
FC-C6C20517,31.59,100,MAV373 BUDIMIN 20 TAB 1 MG,MAV373,ean_exacto,1.01,7502009748868,7502009748868,Budimin
EQ-MAV320,91.81,100,MAV320 CARIDEN 10 TAB 30 MG,MAV320,sku_eq,1.01,7502009746734,7502009746734,Cariden 10 Tab 30 Mg
EQ-MAV318,54.54,100,MAV318 CARIDEN 20 TAB 6 MG,MAV318,sku_eq,1.03,7502009746727,7502009746727,Cariden 20 Tab 6 Mg
EQ-MAV142,46.24,100,MAV142 CEFABROXIL 15 TAB 500/30 MG,MAV142,sku_eq,1.04,7502009741500,7502009741500,Cefabroxil 15 Tab 500/30 Mg
FC-E374F23E,48.86,100,MAV130 CEFAGEN 1 SUSP 125MG/5/50 ML,MAV130,ean_exacto,1.01,7502009741302,7502009741302,Cefagen pediátrico
FC-A455EE80,78.11,100,MAV131 CEFAGEN 1 SUSP 250MG/5/50 ML,MAV131,ean_exacto,1.05,7502009741296,7502009741296,Cefagen
FC-2EDC6E3B,86.24,100,MAV227 CEFAGEN 10 TAB 250 MG,MAV227,ean_exacto,1.05,7502009745119,7502009745119,Cefagen
EQ-MAV228,149.98,100,MAV228 CEFAGEN 10 TAB 500 MG,MAV228,sku_eq,1.04,7502009745126,7502009745126,Cefagen 10 Tab 500 Mg
FC-492D652F,64.99,100,MAV260 CEFALVER 12 TAB 1 G,MAV260,ean_exacto,1.5,7502009745614,7502009745614,Cefalver
FC-40CE757D,44.26,100,MAV163 CEFALVER 20 CAPS 500 MG,MAV163,ean_exacto,1.02,7502009740480,7502009740480,Cefalver
FC-6EAD98A9,50.62,100,MAV122 CEPOBROM 12 CAPS 500/8.782 MG,MAV122,ean_exacto,1.06,7502009741289,7502009741289,Cepobrom
EQ-MAV392,45.83,100,MAV392 CETILVER 1 GEL 8% C/10 G,MAV392,sku_eq,1.01,7502009748448,7502009748448,Cetilver 1 Gel 8% C/10 G
FC-6519183A,29.16,100,MAV011 CLAMOXIN 1 SUSP 125/31.25MG/5/60 ML,MAV011,ean_exacto,1.05,7502009740206,7502009740206,Clamoxin (Amoxicilina/Clavulánico 500/125 mg)
FC-F48FF7EF,37.49,100,MAV012 CLAMOXIN 1 SUSP 250/62.5MG/5/60 ML,MAV012,ean_exacto,1.05,7502009740213,7502009740213,Clamoxin (Amoxicilina/Clavulánico susp. 250/62.5)
FC-5F30F9D4,50.51,100,MAV111 CLAMOXIN 10 TAB 500/125 MG,MAV111,ean_exacto,1.04,7502009740992,7502009740992,Clamoxin (Amoxicilina/Clavulánico 500/125 mg)
FC-F22C72BE,57.28,100,MAV090 CLAMOXIN 12H 10 TAB 875/125 MG,MAV090,ean_exacto,1.04,7502009740763,7502009740763,Clamoxin 12H (Amoxicilina/Clavulánico)
FC-516C2E89,39.05,100,MAV014 CLAMOXIN 12H JR 1 SUSP 400/57MG/5/50 ML,MAV014,ean_exacto,1.06,7502009740503,7502009740503,Clamoxin 12H Jr (Amoxicilina/Clavulánico susp.)
FC-DDFBABDF,27.08,100,MAV013 CLAMOXIN 12H PED 1 SUSP 200/28.5MG/40 ML,MAV013,ean_exacto,1.04,7502009740497,7502009740497,Clamoxin 12H Ped (Amoxicilina/Clavulánico susp.)
FC-09745140,50.51,100,MAV226 CLAMOXIN S 1 SUSP 600/42.90MG/50 ML,MAV226,ean_exacto,1.05,7502009745140,7502009745140,Clamoxín S 600 mg / 42.9 mg / 5 mL Frasco 50 mL Maver
FC-09740268,19.71,100,MAV015 COBADEX AD 1 JBE 225/225MG/100/120 ML,MAV015,ean_exacto,1.02,7502009740268,7502009740268,Cobadex Adulto (Ambroxol/Dextrometorfano) 225-225 mg/100 mL
FC-09747779,53.12,100,MAV363 CULMINAX ADULTO 1 SOL 375 MG/5/150 ML,MAV363,ean_exacto,1.06,7502009747779,7502009747779,Culminax Adulto (Carbocisteína) 375 mg/5 mL
EQ-MAV407,56.24,100,MAV407 DAIMANT 14 CAPS 100 MG,MAV407,sku_eq,1.07,7502009749452,7502009749452,Daimant 14 Caps 100 Mg
EQ-MAV376,118.73,100,MAV376 DEXKETOPROFENO 20 TAB 25 MG,MAV376,sku_eq,3.16,7502009748844,7502009748929,Flausiver 1 Gel 100 G
EQ-MAV401,21.87,100,MAV401 DEXPANTENOL 1 CMA 5% 30 G,MAV401,sku_eq,1.55,7502009749421,,Dexpantenol 1 Cma 5% 30 G
FC-28A424E5,8.24,100,MAV306 DIZIVER 20 TAB 25 MG,MAV306,ean_exacto,1.01,7502009746383,7502009746383,Diziver
EQ-MAV134,58.74,100,MAV134 DOLTRIX 10 TAB 250/10 MG,MAV134,sku_eq,1.04,7502009741487,7502009741487,Doltrix 10 Tab 250/10 Mg
EQ-MAV167,75.61,100,MAV167 DOLTRIX 20 TAB 125/10 MG,MAV167,sku_eq,1.08,7502009742392,7502009742392,Doltrix 20 Tab 125/10 Mg
EQ-MAV140,64.36,100,MAV140 DOLTRIX 3 AMP 100/20MG/2 ML,MAV140,sku_eq,1.04,7502009741326,7502009741326,Doltrix 3 Amp 100/20mg/2 Ml
EQ-MAV162,19.88,100,MAV162 DOLXEN 10 TAB 500 MG,MAV162,sku_eq,1.05,7502009741593,7502009741593,Dolxen 10 Tab 500 Mg
FC-DF8ADDAB,23.44,100,MAV360 ERISPAN 1 FA 4MG/1 ML,MAV360,ean_exacto,1.06,7502009745218,7502009745218,Erispan
FC-50AC2C82,25.0,100,MAV141 ERISPAN 1 FA 8MG/2 ML,MAV141,ean_exacto,1.02,7502009740916,7502009740916,Erispan
EQ-MAV295,8.56,100,MAV295 ERISPAN COMP 10 TAB 5/0.25 MG,MAV295,sku_eq,1.04,7502009746239,7502009746239,Erispan Comp 10 Tab 5/0.25 Mg
EQ-MAV187,22.65,100,MAV187 ERISPAN COMPUESTO 1 SOL 5/100MG/60 ML,MAV187,sku_eq,1.01,7502009744129,7502009744129,Erispan Compuesto 1 Sol 5/100mg/60 Ml
EQ-MAV380,53.74,100,MAV380 ESOMEPRAZOL 14 TAB 40 MG,MAV380,sku_eq,1.04,7502009748912,7502009748912,Esomeprazol 14 Tab 40 Mg
EQ-MAV415,103.11,100,MAV415 ESOMEPRAZOL 28 TAB 40 MG,MAV415,sku_eq,1.04,7502009749292,7502009749292,Esomeprazol 28 Tab 40 Mg
FC-09747236,20.62,100,MAV341 EXALIV 24 TAB 325/5/2 MG,MAV341,ean_exacto,1.04,7502009747236,7502009747236,Exaliv (Paracetamol / Fenilefrina / Clorfenamina) 24 tabletas
EQ-MAV311,54.99,100,MAV311 EXICORT 7 COMP 120 MG,MAV311,sku_eq,1.04,7502009746499,7502009746499,Exicort 7 Comp 120 Mg
FC-09741043,53.12,100,MAV123 FASICLOR 1 SUSP 125MG/5/75 ML,MAV123,ean_exacto,1.07,7502009741043,7502009741043,Fasiclor 125 mg/5 mL Frasco 75 mL Maver
FC-01B2F362,84.99,100,MAV124 FASICLOR 1 SUSP 250MG/5/75 ML,MAV124,ean_exacto,1.05,7502009741050,7502009741050,Fasiclor 250 mg/ 5 mL
FC-F3E734A0,83.11,100,MAV125 FASICLOR 1 SUSP 375MG/5/50 ML,MAV125,ean_exacto,1.31,7502009741067,7502009741067,Fasiclor 375 mg/ 5 mL
FC-09741425,143.73,100,MAV137 FASICLOR 15 CAPS 500 MG,MAV137,ean_exacto,1.04,7502009741425,7502009741425,Fasiclor 500 mg Caja con 15 cápsulas Maver
FC-09747168,35.62,100,MAV323 FEDRIMIN 1 SOL 0.700/.150 G/ 150 ML,MAV323,ean_exacto,1.04,7502009747168,7502009747168,Fedrimin (Teofilina/Ambroxol) 0.700-0.150 g/100 mL
EQ-MAV174,41.47,100,MAV174 FLEXIVER COMPUESTO 10 CAPS 215/15 MG,MAV174,sku_eq,1.04,7502009742095,7502009742095,Flexiver Compuesto 10 Caps 215/15 Mg
EQ-MAV175,45.62,100,MAV175 FLEXIVER COMPUESTO 20 CAPS 215/7.5 MG,MAV175,sku_eq,1.04,7502009742101,7502009742101,Flexiver Compuesto 20 Caps 215/7.5 Mg
FC-09745027,48.95,100,MAV250 GALAVER 1 GEL 8MG/1MG/250 ML,MAV250,ean_exacto,1.02,7502009745027,7502009745027,Galaver gel 250 mL (Magaldrato / Dimeticona)
EQ-MAV263,38.45,100,MAV263 GALAVER GEL 10 SOB 80MG/10MG/10 ML,MAV263,sku_eq,1.02,7502009745522,7502009745522,Galaver Gel 10 Sob 80mg/10mg/10 Ml
EQ-MAV236,63.74,100,MAV236 IDELIVER PRO 14 TAB 60 MG,MAV236,sku_eq,1.07,7502009745478,7502009745478,Ideliver Pro Duloxetina
FC-8FB65B79,84.99,100,MAV389 KLARIX 1 SUSP 250MG/5ML 60 ML,MAV389,ean_exacto,1.04,7502009749223,7502009749223,Klarix
FC-697EEAD0,64.99,100,MAV357 KURTOSIL 1 CMA 20/1 MG,MAV357,ean_exacto,1.04,7502009747656,7502009747656,Kurtosil
FMX-300936,15.86,100,MAV330 LADY FEM 1 PCHE TERMICO,MAV330,ean_exacto,0.86,7502009747144,7502009747144,Lady-Femm Parche C/1
FMX-501200,19.37,100,MAV041 LARITOL 1 JBE 100MG/100/ 60 ML,MAV041,ean_exacto,0.94,7502009740305,7502009740305,Laritol loratadina solución 1 mg/ml 60 ml
EQ-MAV182,40.62,100,MAV182 LARITOL D 10 TAB 30/5 MG,MAV182,sku_eq,1.05,7502009743856,7502009743856,Laritol D 10 Tab 30/5 Mg
FC-09740657,19.71,100,MAV042 LARITOL EX 1 JBE 600/100MG/5/120 ML,MAV042,ean_exacto,1.03,7502009740657,7502009740657,Laritol EX (Loratadina/Ambroxol) 100-600 mg/100 mL
EQ-MAV115,22.91,100,MAV115 LARITOL EX 10 TAB 30/5 MG,MAV115,sku_eq,1.06,7502009741005,7502009741005,Laritol Ex 10 Tab 30/5 Mg
EQ-MAV239,39.58,100,MAV239 LINEXEL LP 20 CAPS 75 MG,MAV239,sku_eq,1.01,7502009745386,7502009745386,Linexel Venlafaxina
EQ-MAV331,74.5,100,MAV331 LONVITOL 10 AMP .05/2.5 MG/ 2.5 ML,MAV331,sku_eq,1.07,7502009747021,7502009747021,Lonvitol 10 Amp .05/2.5 Mg/ 2.5 Ml
EQ-MAV043,6.03,100,MAV043 LOROTEC 10 TAB 10 MG,MAV043,sku_eq,1.01,7502009740244,7502009740244,Lorotec 10 Tab 10 Mg
FC-09749209,17.5,100,MAV400 LUMBOXEN 1 BOL C/1 PCHE 03/1.20/1/9 %,MAV400,ean_exacto,1.22,7502009749209,7502009749209,Lumboxen parche capsicum C/1
FC-09745539,39.2,100,MAV247 LUMBOXEN ROJO 1 GEL 10/2/35 G,MAV247,ean_exacto,0.99,7502009745539,7502009745539,Lumboxen gel (Naproxeno/Lidocaína) 10/2 g
FC-A909ABC0,13.92,100,MAV212 ODIVITOR 10 TAB 20 MG,MAV212,ean_exacto,1.01,7502009744877,7502009744877,Odivitor
FC-09745584,51.24,100,MAV245 OPPELVER 1 JBE 10G/15ML DE 125 ML,MAV245,ean_exacto,1.04,7502009745584,7502009745584,Oppelver lactulosa jarabe 125 mL
EQ-MAV196,24.61,100,MAV198 OXATECH 14 TAB 10 MG,MAV198,ean_exacto,0.93,7502009744426,7502009744426,Oxatech 14 Tab 10 Mg
FC-09745997,20.31,100,MAV279 PAMEDAN 1 CMA 5% 30 G,MAV279,ean_exacto,1.04,7502009745997,7502009745997,Pamedan (Dexpantenol) crema 5%
FC-B4477A00,31.25,100,MAV050 PENTIBROXIL 16 CAPS 500/30 MG,MAV050,ean_exacto,1.04,7503000422757,7503000422757,Pentibroxil
FC-B72A6420,29.37,100,MAV061 PENTIVER 1 SUSP 250MG/5/90 ML,MAV061,ean_exacto,1.09,7503000422719,7503000422719,Pentiver
FC-7AA38F97,32.49,100,MAV062 PENTIVER 1 SUSP 500MG/5/60 ML,MAV062,ean_exacto,1.04,7503000422696,7503000422696,Pentiver
EQ-MAV065,23.96,100,MAV065 PRESISTIN 1 SUSP 0.1G/60ML,MAV065,sku_eq,0.98,7502009740299,7502009740299,Presistin 1 Susp 0.1g/60ml
EQ-MAV064,35.62,100,MAV064 PRESISTIN 30 TAB 10 MG,MAV064,sku_eq,1.05,7503000422191,7503000422191,Presistín 30 Tab 10 Mg
FC-6074BB64,26.04,100,MAV073 REDALIP 30 TAB 200 MG,MAV073,ean_exacto,1.68,7503000422498,7503000422498,Redalip
FC-F817BC3A,34.99,100,MAV284 SIBICOS 1 CMA 1/100/20 G,MAV284,ean_exacto,1.04,7502009746093,7502009746093,Sibicos
FC-09745393,44.37,100,MAV233 SIRACUX ADULTO 1 JBE 120 ML,MAV233,ean_exacto,1.04,7502009745393,7502009745393,Siracux Adulto (Oxeladina/Ambroxol) 0.200-0.225 g/100 mL
EQ-MAV322,44.88,100,MAV322 TRADITOR 1 GEL 500/50 MG 60 G,MAV322,sku_eq,0.95,7502009746932,7502009746932,"Traditor Indometacina, Betametasona"
EQ-MAV387,78.11,100,MAV387 TRIMEBUT/SIMETIC SUP PED 0.60G/0.60G,MAV387,sku_eq,1.09,7502009749148,,Trimebut/Simetic Sup Ped 0.60g/0.60g
EQ-MAV307,35.07,100,MAV307 VERATRIN 20 CAPS 215/25/0.75 MG,MAV307,sku_eq,1.05,7502009746420,7502009746420,Veratrin 20 Caps 215/25/0.75 Mg
FC-09747366,74.99,100,MAV346 VERIDEX 4 TAB 6 MG,MAV346,ean_exacto,0.99,7502009747366,7502009747366,Veridex ivermectina 6 mg C/4
EQ-MAV206,79.36,100,MAV208 VERSALVER 30 COMP 80 MG,MAV208,ean_exacto,1.04,7502009744839,7502009744839,Versalver 30 Comp 80 Mg
FC-E4BE37BE,44.62,95,MAI106 ATORLIP 10 TAB 40 MG,MAI106,ean_sin_dv,1.69,785120754858,7851207548580,Atorvastatina
EQ-MAI163,81.9,100,MAI163 CROSTOX 30 TAB 20 MG,MAI163,sku_eq,1.07,785120755466,0785120755466,Crostox 30 Tab 20 Mg
EQ-MAI055,32.45,100,MAI055 DALATINA 1 GEL 1G/30 G,MAI055,sku_eq,1.09,785118752415,785118752415,Dalatina 1 Gel 1g/30 G
EQ-MAI144,82.84,100,MAI144 FIGRAL 10 TAB 100 MG,MAI144,sku_eq,1.03,785118753962,0785118753962,Figral 10 Tab 100 Mg
EQ-MAI142,46.5,100,MAI142 FIGRAL 10 TAB 50 MG,MAI142,sku_eq,1.0,785118753955,785118753955,Figral 10 Tab 50 Mg
EQ-MAI141,27.89,100,MAI141 FLOSEP 8 TAB 400 MG,MAI141,sku_eq,1.02,785118753887,785118753887,Flosef 8 Tab 400 Mg
EQ-MAI099,37.52,100,MAI099 HIDROXIN 30 TAB 10 MG,MAI099,sku_eq,1.08,785120754681,785120754681,Hidroxin
FC-18752637,33.9,100,MAI080 ITAMOL 24 TAB MAST 262 MG,MAI080,ean_exacto,0.99,785118752637,0785118752637,Itamol (Subsalicilato de bismuto) 262 mg
EQ-MAI071,60.4,100,MAI071 KROBICIN 1 SUSP 125MG/5/60 ML,MAI071,sku_eq,1.33,785118752330,785118752330,Krobicin 1 Susp 125mg/5/60 Ml
FC-B69FCBF4,72.16,100,MAI026 LESACLOR (MACLOV) 35 TAB 400 MG,MAI026,ean_exacto,1.0,785120753530,785120753530,Lesaclor
FC-18753597,16.73,100,MAI153 LESACLOR 1 CMA 5 G,MAI153,ean_exacto,1.01,785118753597,0785118753597,Lesaclor (Aciclovir) crema 5%
FC-B25094C4,47.1,100,MAI072 LESACLOR 1 SUSP 200MG/5/125 ML,MAI072,ean_exacto,1.06,785118753528,785118753528,Lesaclor
EQ-MAI152,73.01,100,MAI152 MAVIFEM (VAG)  1 CMA/ 6 APLI 2/8 G 30 G,MAI152,sku_eq,1.07,785118752941,785118752941,Mavifem (Vag) 1 Cha/6 Apli 2/8 G 30 G
EQ-MAI150,68.73,100,MAI150 MAVIGLIN 60 GRAG 500/5 MG,MAI150,sku_eq,1.12,785118754204,0785118754204,Maviglin 60 Grag 500/5 Mg
FC-5D9DFA3D,50.7,95,MAI165 NORQUINOL 20 TAB 400 MG,MAI165,ean_sin_dv,1.06,785120755497,7851207554970,Norquinol
FC-04D83B46,44.62,100,MAI154 PRALEX 28 TAB 10 MG,MAI154,ean_exacto,1.04,785120755442,785120755442,Pralex
FC-18754259,43.0,100,MAI157 SUPRATEX 1 JBE 600 MG 120 ML,MAI157,ean_exacto,1.05,785118754259,785118754259,Supratex (Levodropropizina) jarabe 120 mL
FC-1FFBB505,44.98,100,MAI158 SUPRATEX DAC 1 SOL 300/600 MG 120 ML,MAI158,ean_exacto,1.07,785118754242,785118754242,Supratex levodropropizina jarabe 120 mL
EQ-MAI078,35.49,100,MAI078 UREZOL 20 TAB 100 MG,MAI078,sku_eq,1.06,785118752477,785118752477,Urezol 20 Tab 100 Mg
FC-D751525D,21.59,100,NAT0270 ANIMALIN ADC 1 GOT 30 ML,NAT0270,ean_exacto,0.95,7502009744105,7502009744105,Animalin fórmula líquida 30 mL
FMX-302138,68.17,100,NAT0600 BIOTINA 30 CAP 700 MG,NAT0600,ean_exacto,0.95,7502259892144,7502259892144,Biotina-Naturex Capsulas C/30
FC-9892403,43.18,100,NAT0617 CITRATO DE MAGNESIO 30 CAP 1.82G C/U,NAT0617,ean_exacto,0.95,7502259892403,7502259892403,Naturex citrato de magnesio y lecitina de soya C/30
FC-9741524,39.2,100,NAT0220 COLAGENO 60 TAB 71.42/1.42/700 MG,NAT0220,ean_exacto,0.95,7502009741524,7502009741524,Naturex colágeno hidrolizado tabletas C/60
FC-9890973,38.63,100,NAT0555 LACTIV 6 SOB 1 G,NAT0555,ean_exacto,0.95,7502259890973,7502259890973,Lactiv adulto proinulina bióticos sobres C/6
FMX-503473,28.4,100,NAT0509 LACTIV KIDS 30 TAB 537 MG,NAT0509,ean_exacto,1.0,7502259890096,7502259890096,Lactiv Kids tabletas masticables uva C/30
FC-9890331,33.52,100,NAT0536 LACTIV KIDS 6 SOBRE 425MG/5 G,NAT0536,ean_exacto,1.0,7502259890331,7502259890331,Lactiv Kids proteína soya probióticos sobres C/6
EQ-NOV179,5.39,100,NOV179 ACETIF 10 TAB 500 MG,NOV179,sku_eq,0.94,7501075727425,7501075727425,Acetif 10 Tab 500 Mg
FC-75710113,24.54,100,NOV049 ALUMAG 1 SUSP 4/3.7G/240 ML,NOV049,ean_exacto,1.03,7501075710113,7501075710113,Alu-Mag suspensión hidróxido de aluminio/magnesio 3.70/4.00 g
FC-75723830,31.18,100,NOV148 ATROXOLAM 1 SUSP 7.0 MG/1.5 MG,NOV148,ean_exacto,1.05,7501075723830,7501075723830,Atroxolam (Teofilina/Ambroxol) 7.0-1.5 mg/mL jarabe
EQ-NOV154,59.21,100,NOV154 BELAZIX C/20 TAB 5MG,NOV154,sku_eq,1.79,7501075722604,7501075723175,Belazix C/20 Tab 5mg
FC-75710465,24.54,100,NOV101 BENCIEFEDRIL 1 SOL 0.2/2G/120 ML,NOV101,ean_exacto,1.08,7501075710465,7501075710465,Benciefedril jarabe dextrometorfano/guaifenesina
EQ-NOV165,161.0,100,NOV165 BUDENOVA SUSP .125 MG/ML 5 AMP 2ML,NOV165,sku_eq,1.24,7501075726251,7501075726251,Budenova Susp .125 Mg/Ml 5 Amp 2ml
EQ-NOV004,8.0,100,NOV004 CIRULAN 20 TAB 10 MG,NOV004,sku_eq,1.05,7501075710786,7501075710786,Cirulan 20 Tab 10 Mg
EQ-NOV157,20.17,100,NOV157 GLUNOVAG 60 TAB 500 MG,NOV157,sku_eq,1.04,7501075717013,7501075717013,Glunovag 60 Tab 500 Mg
EQ-NOV092,22.39,100,NOV092 IXICROL 10 TAB 20 MG,NOV092,sku_eq,1.03,7501075718041,7501075718041,Ixicorl 10 Tab 20 Mg
EQ-NOV054,43.76,100,NOV054 LAMBLIQUIN 30 TAB 400/200 MG,NOV054,sku_eq,1.02,7501075717044,7501075717044,Lambliquin 30 Tab 400/200 Mg
EQ-NOV032,13.5,100,NOV032 LIZOVAG 10 TAB 200 MG,NOV032,sku_eq,1.04,7501075717150,7501075717150,Lizovag 10 Tab 200 Mg
FC-AEA8C8DA,24.79,100,NOV013 NAMIFEN 20 TAB 500 MG,NOV013,ean_exacto,1.02,7501075713718,7501075713718,Namifen
FC-75717914,25.0,100,NOV090 NINEKA 1 SUSP 500/36/35MG/5/75 ML,NOV090,ean_exacto,1.07,7501075717914,7501075717914,Nineka suspensión neomicina/caolín/pectina
EQ-NOV137,37.49,100,NOV137 NINEKA 20 TAB 129/280/30 MG,NOV137,sku_eq,1.0,7501075722253,7501075722253,Nineka 20 Tab 129/280/30 Mg
FC-75713770,96.8,100,NOV017 NOVAGON 1 PVO 49.7G/100G DE 400 G,NOV017,ean_exacto,0.98,7501075713770,7501075713770,Novagon polvo sabor natural 400 g
FC-75718676,115.0,100,NOV098 NOVAGON PIÑA-NARANJA 1 PVO 35G/400 G,NOV098,ean_exacto,1.18,7501075718676,7501075718676,Novagon psyllium polvo 400 g
FC-75723137,10.09,100,NOV138 NOVAKOSID 20 TAB 8.6 MG,NOV138,ean_exacto,0.72,7501075723137,7501075723137,Novakosid senosidos A-B 8.6 mg C/20
FC-B2123139,32.73,100,NOV094 OXIVAG 4 TAB 70 MG,NOV094,ean_exacto,1.02,7501075717860,7501075717860,Oxivag
FC-5885E577,61.72,100,NOV163 PABESORAG 28 TAB 150/12.5 MG,NOV163,ean_exacto,1.02,7501075722543,7501075722543,Pabesorag
EQ-NOV176,7.5,100,NOV176 PIRINOVAG 10 TAB 500 MG,NOV176,sku_eq,1.04,7501075727517,7501075727517,Pirinovag 10 Tab 500 Mg
FC-57925EF3,9.0,100,NOV020 REGLUSAN 50 TAB 5 MG,NOV020,ean_exacto,1.01,7501075714739,7501075714739,Reglusan
EQ-NOV025,12.5,100,NOV025 VERMISEN 6 TAB 200 MG,NOV025,sku_eq,1.01,7501075715927,7501075715927,Vermisen 6 Tab 200 Mg
EQ-NUC034,35.41,100,NUC034 TEFILINB 28 TAB 2 MG,NUC034,sku_eq,1.0,7506353200645,7506353200645,Tefilinb 28 Tab 2 Mg
EQ-OFF008,37.82,100,OFF008 DEXNE NASAL 1 GOT 1/3.5/2.5/10 ML,OFF008,sku_eq,1.0,7502004401409,7502004401409,Dexne Nasal 1 Got 10 Ml
EQ-OFF010,33.69,100,OFF010 DEXNE OFTALMICO 1 GOT 500/100MG/5 ML,OFF010,sku_eq,1.0,7502004401454,7502004401454,Dexne Oftálmico 1 Got 5 Ml
EQ-OFF009,42.63,100,OFF009 DEXNE OTICO 1 GOT 1/3.5/15/10 ML,OFF009,sku_eq,1.0,7502004401508,7502004401508,Dexne Otico 1 Got 1/3.5/15/10 Ml
FC-4F05124E,69.17,100,PHA007 GELCAVIT 9 M 30 CAPS 30/20/3/2/2/1 MG,PHA007,ean_exacto,1.04,7501130713868,7501130713868,Gelcavit-9M cápsulas C/30
FC-30713547,47.21,100,PHA009 GELCAVIT COLORS 30 CAPS 90/2.5/1/0.03 MG,PHA009,ean_exacto,1.11,7501130713547,7501130713547,Gelcavit Colors capsulas 0.62 g C/30
FMX-504790,94.99,100,PHA059 GELCAVIT GEM 30 CAPS 30/10.57/50 MG,PHA059,ean_exacto,1.0,7501130742134,7501130742134,Gelcavit-Gem Capsulas C/30
FMX-500999,72.68,100,PHA047 GELCAVIT HO 30 CAPS 100/1.5/1.7/2/0.4 MG,PHA047,ean_exacto,1.0,7501130709830,7501130709830,Gelcavit-Ho Capsulas C/30
FC-MULIER30,87.41,100,PHA050 GELCAVIT MULIER 30 CAPS 200/100/90/35 MG,PHA050,ean_exacto,1.11,7501130709847,7501130709847,Gelcavit Mulier capsulas 1.54 g C/30
FC-30713851,79.56,100,PHA010 GELCAVIT PLATINUM 30 CAPS 1/1.1/1.4/2 MG,PHA010,ean_exacto,1.11,7501130713851,7501130713851,Gelcavit Platinum capsulas 1.39 g C/30
FC-13071164,98.66,100,PHA011 GELCAVIT Q-10 30 CAPS 50/20/10/6/2 MG,PHA011,ean_exacto,1.11,7501130711642,7501130711642,Gelcavit Q-10 coenzima Q10 jalea real C/30
FC-25104411,21.11,100,PIS031 ELECTROLIT ORAL 625ML COCO,PIS031,ean_exacto,1.05,7501125104411,7501125104411,Electrolit Coco
FC-25104268,21.11,100,PIS029 ELECTROLIT ORAL 625ML FRESA,PIS029,ean_exacto,1.05,7501125104268,7501125104268,Electrolit Fresa
FC-25149221,21.11,100,PIS036 ELECTROLIT ORAL 625ML FRESA KIWI,PIS036,ean_exacto,1.05,7501125149221,7501125149221,Electrolit Fresa-Kiwi
FC-51747971,21.11,100,PIS118 ELECTROLIT ORAL 625ML MORA AZUL,PIS118,ean_exacto,1.05,7501125174797,7501125174797,Electrolit Mora Azul
FC-25104688,21.11,100,PIS032 ELECTROLIT ORAL 625ML NAR MANDARIN,PIS032,ean_exacto,1.05,7501125104688,7501125104688,Electrolit Naranja-Mandarina
FC-51448511,21.11,100,PIS037 ELECTROLIT ORAL 625ML UVA,PIS037,ean_exacto,1.05,7501125144851,7501125144851,Electrolit Uva
