sku,nombre_original,nombre,marca,presentacion,principio_activo,tipo,margen_pct,costo,precio_nuevo
FC-EFB599B5,MERCURIO POMADA PAN PUERCO C/25 25401233,Mercurio Pan Puerco 25401233,Mercurio,C/25,,marca,60,9.5,15.2
FC-08DB70CB,VELAZQUEZ BICARBONATO GRANDE 200G C/10,Bicarbonato Velazquez Grande 200G,Bicarbonato,C/10,,marca,60,11.5,18.41
FC-89F00320,MERCURIO POMADA ARNICA C/25 2550123,Mercurio Arnica 2550123,Mercurio,C/25,,marca,60,10.5,16.8
FC-FD718DF3,MERCURIO POMADA SULFATIAZOL C/25 2600223,Mercurio Sulfatiazol 2600223,Mercurio,C/25,,marca,60,11.5,18.41
FC-0ACC5B6A,MERCURIO POMADA OXIDO DE ZINC C/25,Mercurio Oxido De Zinc,Mercurio,C/25,,marca,60,9.0,14.4
FC-5D59ED54,MERCURIO CLORURO DE MAGNESIO C/10 CAJITA,Mercurio Cloruro De Magnesio Cajita,Mercurio,C/10,,marca,60,34.0,54.41
FC-66055303,MEDITEST PRUEBA EMBARAZO C/1,Meditest Prueba Embarazo,Meditest,C/1,,marca,30,15.18,19.74
FC-D751525D,ANIMALIN GOTAS C/30 ML,Animalin,Animalin,GOTAS,,marca,30,22.65,29.45
FC-4F05124E,GELCAVIT-9M CAPSULAS C/30,Gelcavit-9M Capsulas,Gelcavit-9M,C/30,,marca,30,66.3,86.19
FC-1812D26D,HUCIUS CAPSULAS C/30,Hucius Capsulas,Hucius,C/30,,marca,30,78.16,101.61
FC-00E8A9C7,FOTOSUN-UV100 CREMA C/125 ML S0-FP$,Fotosun-Uv100,Fotosun-Uv100,CREMA,,marca,30,74.27,96.56
FC-DA34D88D,ERBITRAX TABLETAS 250 MG C/7,Erbitrax,Erbitrax,C/7,,marca,30,5.54,7.21
FC-BE2ACF63,VALNAIT CAPSULAS C/30,Valnait Capsulas,Valnait,C/30,,marca,30,4.56,5.93
FC-DF39BB27,ALEVARIN CAPSULAS C/45,Alevarin Capsulas,Alevarin,C/45,,marca,30,68.88,89.55
FC-C8B741F6,FC 01711/2030,Fc 01711/2030,Fc,,,marca,30,10.45,13.59
FC-BE0A0E46,CATETER/INTRAVENOSO-SUMITEX PU 22 G X 25 MM C/1 AZUL,Sumitex Intravenoso- Pu X 25 Mm C/1 Azul,Sumitex,22 G,,marca,30,9.26,12.04
FC-76040610,Desenfriolito Tab C/24 2 Pack Bayer Otc $ 93.80 Desenfriolito Tab C/24 2 Pack,Desenfriol ito,Desenfriol,2 PACK · C/24,,marca,30,46.9,60.97
FC-60101231,"Noche Tab C/12 Descto: 6.0K Tempra , Xt Noche Tab C/12 Tempra","Tempra ,",Tempra,C/12,,marca,30,59.69,77.6
FC-87154871,Graneodin E Naranja Tab C/16 Rb Health 135.10 Graneodin E Naranja Tab C/16,Graneodin,Graneodin,C/16,,marca,30,132.4,172.12
FC-60101521,Lubricante Soft Lub Pleasüre 56.7 Gr Health 1 $ 100.80 Soft Lub Pleasüre Er 222503430721 Vitacilina 28 | Ksk,Vitacilina,Vitacilina,56.7 G,,marca,60,100.8,161.28
FC-06134531,Dtc (Rojo) 20 Descto: 2.0% Afrin Spray (Rojo) Afrin Spray Ml | Bayer,Afrin Dtc (Rojo) 20,Afrin,,,marca,60,75.46,120.74
FC-08427330,Pomada 100 Gr Descto: 2.0% Bepanthen Pomada Bepanthen,Bepanthen,Bepanthen,100 G,,marca,60,131.81,210.9
FC-58792792,Tempra 24 Hrs Cab C/12 Rb Health $ Tempra 24 Hrs Cab C/12 1354312225027] Derman Crema 50,Tempra,Tempra,C/12,,marca,60,45.6,72.97
FC-50002301,Eomelubrina Tab C/10 | Opella $ 73.70 Descto: 2.0% $ 72.23 Eomelubrina Tab C/10 | Opella,Eomelubrina,Eomelubrina,C/10,,marca,30,72.23,93.9
FC-28979502,Histiacil Ne Jar Adto 150 Mi | Opella $ 124.40 $ 124.40 Descto: 2.0% $ 121.91 $ 121.91 Jar Adto 150 Mi | Opella,Ne,Histiacil,JARABE,,marca,30,124.4,161.72
FC-89794961,Histiacil Ne Jar Ine 150 Ml | Opella 1 $ 125.80 $ 125.80 Descto: 2.0% G 123.28 Jar Ine 150 Ml | Opella G 123.28,Ne,Histiacil,JARABE,,marca,30,125.8,163.54
FC-79071241,Bisolvon Jbe Ine 120 Ml | Lăb Hormona $ 147.90 Descto: 2.0% $ 144.94 $ 147.90 Ine 120 Ml | Lăb Hormona,Bisolvon,Bisolvon,120 ML,,marca,60,147.9,236.64
FC-47624171,Nailex Desenterrador Unas 12 Ml Nailex Desenterrador Unas,Nailex Desenterrador Unas Desenterrador Unas,Nailex,12 ML,,marca,60,54.49,87.19
FC-80950139,"""Lasico Enz C/. Dwightnd Descto: 15.0% ""Lasico Dwightnd Cond Tro Jan","Lásico Enz C/. "" Cond Tro Jan",Lásico,,,marca,60,42.5,68.0
FC-88947797,Tribedoce Tab /30 Nvo Bruluart 5 $ 18.00 Tribedoce Tab /30 Nvo Bruluart,Tribedoce,Tribedoce,C/30,,marca,30,18.0,23.4
FC-50959781,Performance Tab Descto: 2.0% Centrum C/30 Pg Pere Performance Tab Centrum C/30,Centrum C/30,Centrum,C/30,,marca,30,164.0,213.2
FC-80953017,È Tre & Ice C/3 Dwightnd Descto: 15.0% Cond Trojan È Tre & Ice C/3 Dwightnd,Trojan,Trojan,C/3,,marca,60,49.0,78.41
FC-54521161,Tempra 500 Mg Lab C/10 Rb Health $ 48.80 Descto: 6.0% Tempra 500 Mg {8 022503405381 Vitacilina Ung I Ksk,Tempra,Tempra,500 MG · C/10,,marca,60,48.8,78.08
FC-95201021,Hipoglos Pac Turo 45 Gr | Andromaco 1 $ 71.00 Descto: 2.0% $ 69.58 Turo 45 Gr | Andromaco,Hipoglos Turo,Hipoglos,45 G,,marca,60,71.0,113.6
FC-08485316,Tabcin Eferv Tab C/12 | Bayer Ot C Descto: 2.0% 38.50 $ 37.73 Tab C/12 | Bayer Ot C,Tabcin Eferv,Tabcin,50 TABLETAS · C/12,,marca,30,37.73,49.05
FC-65095947,Centrum Silver Tab C/30 Pg Pere 1 Centrum Silver Tab C/30 Pere,Centrum Tab 1 Tab,Centrum,C/30,,marca,30,178.46,232.0
FC-79400556,Sanfer Descto: 8.04 Syncol Tab $ 107.40 $ 107.40 8 98.81 Sanfer Syncol Tab 871210734092301 Syncol Max Tab,Sanfer Syncol,Sanfer,871210734092301 TABLETAS,,marca,30,107.4,139.62
FC-58793249,Lubricante Sico Sens Calor 50 Ml | Rb Health 1 $ 101.90 Lubricante Sico Sens Calor 50 Ml | Rb,Lubricante Sico Sens Calor 50 Ml 1 Lubricante Sico Sens Calor 50 Ml,,50 ML,,marca,60,101.9,163.05
FC-95467264,Sal De Uvas Ixh C/50 | Rb Healti 1 $ 163.50 Descto: 2.0% $ 160.23 Sal De Uvas Ixh C/50 | Rb Healti,Sal de Uvas Ixh C/50,Sal de Uvas,C/50,,marca,60,163.5,261.61
FC-87932321,Lubricante Ico Cereza 50 Ml Rb Health 1 $ 101.90 Ico Cereza 50 Microdacyn,Microdacyn Lubricante Ico Cereza 50 Ml 1 Ico Cereza 50,Microdacyn,50 ML,,marca,60,101.9,163.05
FC-08443026,Tab C/100 Descto: 2.0% Alka-Seltzer Bayer C/100 Alka-Seltzer Ğel Rojo,Alka-Seltzer,Alka-Seltzer,C/100,,marca,30,262.0,340.6
FC-75354321,Tylenol Tab Kenvue 1 $ 50.00 Descto: 2.0% $ 49.00 $ Kenvue,Tylenol,Tylenol,TABLETAS,,marca,30,50.0,65.0
FC-08491074,Aspirina Tab 80 2 Paci Bayer Onc 1 $ 124.80 Aspirina Tab 80 2 Paci [7360852785071 Manzaniila,Aspirina,Aspirina,80 TABLETAS,,marca,30,122.3,158.99
FC-70612368,(A) Treda Tab €/20 Sanfer 2 $ 152.00 $ 304.00 Descto: 8.0% Sanfer Brunadol Tab Desato: 2.0%,Treda,Treda,TABLETAS,,marca,30,76.0,98.8
FC-88508929,Anara Tab C/20 Chinoin 1 $ 162.60 Descto: 2.0% $ 159.35 Chinoin,Anara,Anara,C/20,,marca,30,162.6,211.38
FC-84335531,Forte Tab C/24 Descto: 2.0% Caf Iaspirina Forte C/24 Caf Iaspirina,Aspirina Forte C/24 Caf Iaspirina,Aspirina,C/24,,marca,30,71.79,93.33
FC-23001331,Sr I Lab Ting Crema 28 Hormona $ 73.60 Sr I Ting Crema 28 Hormona,Sr I Ting,Sr,,,marca,60,73.6,117.76
FC-85592111,Scabisan Crema Er I Chinoin 1 $ 194.60 Descto: 2.0% $ 190.71 Scabisan Crema Er I Chinoin,Scabisan,Scabisan,,,marca,60,194.6,311.36
FC-84999001,Boost Tar C/50 Descto: 2.0% Alka-Seltzer Bayer Boost Tar C/50 Alka-Seltzer,Alka-Seltzer,Alka-Seltzer,C/50,,marca,60,174.0,278.41
FC-08498798,Bepanthen Multiusos Pomada Otc 30 Bepanthen Multiusos Pomada,Bepanthen Multiusos Pomada 30 Multiusos Pomada,Bepanthen,,,marca,60,63.25,101.2
FC-08491096,Cafiaspirina Tar C/100 2 Pace Bayer Otc 221.90 Descto: 2.0% Cafiaspirina Tar C/100 2 Pace Corega Ultra,Cafiaspirina Tar C/100,Cafiaspirina,C/100,,marca,60,217.46,347.94
FC-50003151,Iv Neomelubrina Jbe 100 Ml I Opella 121.00 Neomelubrina Jbe 100 Ml I Opella,Opella Neomelubrina Jbe I 121.00 Neomelubrina Jbe I,Opella,100 ML,,marca,60,118.58,189.73
FC-24227339,(A) Loxcel Adto Tab C/1 | Lab Hormona 2 $ 78.00 Descto: 6.0% $ 73.32 Adto Tab C/1 | Lab Hormona 2,Loxcel Adto,Loxcel,C/1,,marca,30,78.0,101.4
FC-98100381,Herklin Shai 20 Ml Armstroni 1 $ 128.80 Descto: 2.0% $ 126.22 $ 128.80 20 Ml Armstroni 265024 Genomma Alli-Triple,Armstrong Herklin Shai 20 Ml 1 20 Ml 265024 Genomma Alli-Triple,Armstrong,20 ML,,marca,60,128.8,206.09
FC-14704156,Supos Adto C/10 Otc Descto: 7.0% Senosiain Senosiain Supos Adto C/10 Senosiain Senosiain,Senosiain Supos Adto C/10,Senosiain,C/10,,marca,60,58.96,94.34
FC-14704163,Supos Ine C/10 Descto: 7.0% Senosiain Supos C/10 Senosiain,Senosiain Supos Ine C/10,Senosiain,C/10,,marca,60,58.96,94.34
FC-08344488,Lactopram 430 Mg Cap C/20 Progela 29.30 Descto: Lactopram 430 Mg Cap C/20 Progela,Lactopram,Lactopram,430 MG · C/20,,marca,60,28.71,45.94
FC-01015141,Soft Lub Lubricante Original 56.7 Soft Lubricante Original,Softlub Lubricante Original 56.7 Soft Lubricante Original,Softlub,,,marca,60,78.49,125.59
FC-08496701,Aspirina Eferv Tab C/12 Bayer Otc Aspirina Eferv C/12,Aspirina Eferv,Aspirina,C/12,,marca,30,35.18,45.74
FC-88915491,Tarmin 2 Mg /12 Tab Bruluagsa Descto: 2.05 6. Tarmin 2 Mg /12 Tab Bruluagsa,Tarmin 2 Mg /12,Tarmin,12 TABLETAS,,marca,30,80.9,105.18
FC-08344747,Descto: 2.0% Afrodit 400 Ui 46.00 $ $ 45.08 Afrodit 400 Ui,Afrodit $ 400 Ui,Afrodit,400 UI,,marca,60,45.08,72.13
FC-08895196,Ky6 Tab C/10 Bruluart 5 $ 9.50 $ 9.31 $ 47.50 Bruluart E74011 Bayer 67 Aspirina Tab,Aspirina,Aspirina,C/10,,marca,30,1.9,2.47
FC-89810021,Herklin Ne Sham 60 Ml | Armstrong 1 $ 81.00 Herklin Ne Sham 60 Ml | Armstrong,Armstrong Herklin Ne Sham 60 Ml,Armstrong,60 ML,,marca,60,79.38,127.01
FC-60101378,Lubricante Piel Con Piel 50 Mi Health 1 $ 102.50 Lubricante Piel Con Piel 50 Mi Lotrimin Uno,Lubricante Piel Con Piel 50 Mi 1,,,,marca,60,96.35,154.16
FC-60403681,Desenfriol D Dab C/30 | Bayer Otc $ 63.00 Descto: 2.0% Desenfriol D Dab C/30 | Bayer 5022274264491 Nesajar Cap,Desenfriol,Desenfriol,C/30,,marca,60,63.0,100.81
FC-88923551,Iv Cilocid 5 Mg Tab C/20 | Bruluari 7.40 Descto: 2.0% $ 7.25 Iv Cilocid 5 Mg Tab C/20 | Bruluari Senosiain,Cilocid Iv,Cilocid,C/20,,marca,30,7.25,9.43
FC-25116810,Ab Pis. Descto: 2.0% Agrifen Tab 5. $ 19.50 Ab Pis. Agrifen Tab,Agrifen Ab Pis,Agrifen,TABLETAS,,marca,30,19.5,25.35
FC-35246309,Vick Drops Tengibre Pastillas C/20 Vick Drops Tengibre,Vick Drops Tengibre Pastillas Drops Tengibre,Vick,C/20,,marca,60,37.53,60.05
FC-47640531,Ecuperador Una Lab Pisa Descto: 2.0% Aile Marilla 15 M Ecuperador Una Aile Marilla 15 M,Pisa Ecuperador Una Aile Marilla 15 M Ecuperador Una Aile Marilla 15 M,Pisa,,,marca,60,55.6,88.96
FC-84095411,Saridon Tab 120 Bayer Oto $ 64.75 Saridon Tab,Saridon,Saridon,120 TABLETAS,,marca,30,64.75,84.18
FC-85097661,Jr. Jbe Ine 60 Mant Chinotes Chinoin Jr. Jbe Mant Chinotes Chinoin,Chinoin Jr. Jbe Ine 60 Mant Jr. Jbe Mant,Chinoin,,,marca,60,127.9,204.64
FC-06247327,Afrin Spray No Drip Extra Humectante Afrin Spray Drip Extra,Afrin Spray No Drip Extra Humectante Spray Drip Extra,Afrin,,,marca,60,109.76,175.62
FC-84973401,Flanax 550 Mc Tab C/12 | Bayér Otc 203.00 Descto: 10.0% $ 182.70 Tab C/12 | Chinoin,Flanax,Flanax,00 TABLETAS · C/12,,marca,30,182.7,237.51
FC-08426944,Gr 5.58 Bayer Descto: 2.0% Flanax Gel 40 Otc Gr 5.58 Flanax Gel 40,Flanax,Flanax,40 G,,marca,60,117.11,187.38
FC-82176351,Iv Sot.O-Neurobion Dc Ete Jga Sot.O-Neurobion Prell C/1 | Pg Health9.20,Neurobion Sot.O- Dc Ete Jga Sot.O- Prell Health9.20,Neurobion,C/1,,marca,60,819.71,1311.54
FC-30133021,Iri Amp 50.000 Mexico Descto: Mexico Iv Bedoyecta Bausch,Iri,Iri,,,marca,60,273.42,437.48
FC-98217659,Iv Dolo-Neurobion Dc Jga Preli C/3 3 Ml | Pg Health 23.25 Descto: 17.0% Dolo-Neurobion Dc Jga Preli C/3 3 Ml | Pg Health,Neurobion Iv Dolo- Dc Jga Preli C/3 3 Ml 23.25 Dolo- Dc Jga Preli C/3 3 Ml,Neurobion,3 ML · C/3,,marca,60,434.3,694.89
FC-66888171,Crema Dent Colgate Max Clean 120 Ml Colgate Palmolive $ 25.50 Descto: 2.0% $ 24.99 Crema Dent Colgate Max Clean 120 Ml C,Colgate Max Clean,Colgate,120 ML,,marca,60,25.5,40.81
FC-66873531,90 Crema Dent Aot.Cate Me P Crema Dent Aot.Cate,Aot.Cate Me P Crema Dent Aot.Cate,,,,marca,60,32.44,51.91
FC-86708021,Sigital Protec Desato: 2.0% Termometro Degasa 42.10 Sigital Protec Desato: 2.0% Termometro,Protec Sigital Termometro 42.10 Sigital Termometro,Protec,,,marca,60,41.26,66.02
FC-03406600,Tela Adhesiva Quirmex 2.5Cmxsm | Quirmex Descto: 2.0% 29.90 29.30 $ 89.70 Quirmex 2.5Cmxsm | Quirmex,Quirmex,Quirmex,,,marca,60,89.7,143.53
FC-03406501,Tela Adhesiva Quirmex 1.25Cmx5M | Quirmex 19.00 Descto: 2.0% $ 18.62 $ Quirmex 1.25Cmx5M | Quirmex,Quirmex,Quirmex,25 CM x 5 M,,marca,60,18.62,29.8
FC-34063651,Tela Adhesiva Quirmex 2.5Cmxi̇m | Quirmex 5 $ 11.70 Descto: 2.0% $ 11.47 | Tela Adhesiva Quirmex 2.5Cmxi̇m | Quirmex,Quirmex,Quirmex,,,marca,60,2.34,3.75
FC-34062421,Tela Adhesiva Quirmex 1.25Cmx1M | Quirmex 5 5.40 $ Tela Adhesiva Quirmex 1.25Cmx1M | Quirmex,Quirmex 1. 5 5.40 $ Tela Adhesiva 1,Quirmex,25 CM x 1 M,,marca,60,5.29,8.47
FC-60689091,Crema Deni Colgate Trip Xtra B 50 Ml 1 Colgate Paimolive 14.00 Descto: 2.04 Colgate Trip Xtra B 50 Ml,Colgate Trip Xtra,Colgate,50 ML,,marca,60,13.72,21.96
FC-73629981,Panuelos Kleenex Pack C/8 1 Kimberly Clark $ 33.30 Descto: 2.04 Panuelos Kleenex Pack C/8 1 Kimberly Clark,Kleenex Panuelos Pack C/8 1,Kleenex,C/8,,marca,60,33.3,53.28
FC-56131681,Panuelos Leenex C/90 | Kimberly Clark 25. $ Descto: 2.0% Leenex C/90 | Kimberly Clark Bib Evenelo,Evenflo,Evenflo,C/90,,marca,60,24.89,39.83
FC-60009851,Cremi Dent Colgate Triple Acc 75 Ml Colgate Paimolive $ 19.20 Descto: 2.0K $ 18.82 Dent Colgate Triple Acc 75 Ml Colgate,Colgate Triple Acc,Colgate,75 ML,,marca,60,19.2,30.72
FC-23273451,Jeringa Sens Imedicai Insul 0.5 Ml C/100 | Jayor 1 $ 217.20 Jeringa Sens Imedicai Insul 0.5 Ml,Jayor Jeringa Sens Imedicai Insul 0.5 Ml C/100 1 Jeringa Sens Imedicai Insul 0.5 Ml,Jayor,0.5 ML · C/100,,marca,30,217.2,282.36
FC-75163051,Bib Evenelo Ensueno Azul 802 | Kimberly Clark 1 $ 15.80 Descto: 2.0K Bib Evenelo Ensueno Azul 802 | Kimberly Clark,Evenflo Ensueno Azul,Evenflo,,,marca,60,15.8,25.28
FC-27512574,Bib Evenelo Colors 8 02 | Kimberly Clark $ 15.80 Descto: 2.0% $ 15.48 $ 47.40 Colors 8 02 | Kimberly Clark,Evenflo Colors,Evenflo,,,marca,60,15.8,25.28
FC-75125811,Bib Evenelo Colors 4 02 Kimberly Clark $ 13.40 Descto: 2.0* $ 13.13 40.20 Colors 4 02 Kimberly Clark Cepillo 17702010631,Evenflo Colors,Evenflo,,,marca,60,13.4,21.44
FC-34067851,Algodon Quirmex Quirmex Descto: 2.0% Torunda De 76 Algodon Quirmex Quirmex Torunda De,Quirmex,Quirmex,,,marca,60,17.54,28.07
FC-48623006,Pads Facial Protec Redondos C/100 | Degasa 2 $ 21.70 Pads Facial Protec Redondos C/100 | Degasa,Protec Pads Facial Redondos C/100,Protec,C/100,,marca,60,21.7,34.72
FC-23272151,Jeringa Sensimedical Insul 0.3 Ml C/100 | Jayor 1 $ Jeringa Sensimedical Insul 0.3 Ml,Jayor Sensimedical Insul C/100 1 $ Jeringa Sensimedical Insul,Jayor,0.3 ML,,marca,30,212.86,276.72
FC-68910041,Algodon Dibar 5 Gr Dibar 12 $ 6.90 Descto: 2.0% $ 6.76 $ 82.80 5 Gr Dibar,Algodon 5 12 5,,5 G,,marca,60,0.58,0.93
FC-89100101,Algodon Dibar 200 Gr Dibak 2 $ 35.30 Descto: 2.0% $ 34.59 70.60 200 Gr Dibak,Algodon 200 Dibak 2 70.60 200 Dibak,,200 G,,marca,60,17.65,28.24
FC-34067301,Venda Quirmex 7.5 Cm | Quirmex 12 $ 6.80 Descto: 2.0% $ 6.66 7.5 Cm | Quirmex 5 50300340R7231 Venda Quirmex Cm | Quirmex,Quirmex,Quirmex,5 CM,,marca,60,0.57,0.92
FC-34067471,Venda Quirme) Lo Cm Quirmex 8.90 Descto: 2.0% $ 8.72 Lo Cm Quirmex,Quirmex,Quirmex,,,marca,60,8.72,13.96
FC-34067781,Venda Quirmex 30 Cm | Quirmex 24.20 Descto: 2.0% $ 23.72 96.80 30 Cm | Quirmex Dibar Algodon Dibar,Quirmex,Quirmex,30 CM,,marca,60,23.72,37.96
FC-68910034,60 Gr | Dibar Descto: 2.0% Algodon Dibar $ 10.10 60 Gr | Dibar Algodon Dibar,Dibar Gr Algodon Algodon,Dibar,60 G,,marca,60,10.1,16.16
FC-66534951,Crema Dent Colgate Total Colgate Palmolive $ Colgate Total Colgate,Colgate Total $ Total,Colgate,,,marca,60,22.93,36.69
FC-83510531,Gel Antibacterial Protec 250 Ml Degasa 22.40 Antibacterial Protec 250 Ml Degasa,Protec Antibacterial 22.40 Antibacterial,Protec,250 ML,,marca,60,123.58,197.73
FC-68900127,Gasa Dibar 10X10 Paq 10 Cajitas/10 126.10 Dibar Gasa Dibar 10X10 Paq 10 Cajitas/10,Dibar 10X10 Paq 10 Cajitas/10 126.10 Gasa 10X10 Paq 10 Cajitas/10,Dibar,,,marca,60,123.58,197.73
FC-68900134,Lox10 Exh C/100 Descto: 2.0% Gasa Dibar Dibar 111.10 Lox10 Exh C/100 Gasa Dibar Dibar,Lox10 Exh C/100 Gasa,,C/100,,marca,60,108.88,174.21
FC-50882017,Espuma 120 Mi Descto: 2.0% Dermodine Degasa Espuma 120 Mi Dermodine,Dermodine Espuma 120 Mi,Dermodine,,,marca,60,75.2,120.32
FC-08820243,0 Dermod Ine M 1 Degasa 37.60 Dermod Ine Degasa,Dermodine Ine M 1 37.60 Ine,Dermodine,,,marca,60,36.85,58.97
FC-76000277,Cre Vitacilina Humectante 100 Gr Vitacilina Humectante,Vitacilina Cre Humectante Humectante,Vitacilina,100 G,,marca,60,77.03,123.25
FC-51444145,0 Stick Tripack Des Old Spice Gr Pg Pere Descto: 2.0% Stick Tripack Des Old Spice Pg Pere,Old Spice,Old Spice,,,marca,60,135.73,217.17
FC-83351691,Jermocleen Agua Oxigenada 230Ml Degasa Jermocleen Agua Oxigenada,Degasa Agua Oxigenada,Degasa,230 ML,,marca,60,10.19,16.31
FC-83351381,Dermocleen Agua Oxigenada 100Ml | Degasa $ Dermocleen Agua Oxigenada 100Ml,Degasa $ Agua Oxigenada,Degasa,100 ML,,marca,60,7.64,12.23
FC-33956775,Pedialyte Sr60 Uva 500 Mi Abbott $ 24.30 Pedialyte Sr60 Uva 500 Mi,Pedialyte Sr60 Uva,Pedialyte,,,marca,60,24.3,38.89
FC-33961373,Fresa 500 Pedialyte Sr60 Ml Abbott $ Fresa 500 Pedialyte Sr60 Abbott,Abbott Fresa 500 Sr60 Ml $ Fresa 500 Sr60,Abbott,,,marca,60,23.81,38.1
FC-48335305,Agua Oxigenada Dermocleen 480Ml | Degasa 15.00 Agua Oxigenada Dermocleen 480Ml,Degasa 15.00 Agua Oxigenada,Degasa,480 ML,,marca,60,14.7,23.52
FC-33954740,Manzana 500 Ml Descto: 2.0% Pedialyte Manzana 500 Ml Pedialyte,Pedialyte,Pedialyte,500 ML,,marca,60,23.81,38.1
FC-59225411,Inder 360 Gf Descto: 2.0% Leche Nido Marcas Nestle Inder 360 Gf Leche Nido Marcas,Nido,Nido,,,marca,60,74.19,118.71
FC-51067711,360 Gr | Marcas Descto: 2.0% Leche Nidal 1 Nestle $ 112.70 360 Gr | Marcas Leche Nidal 1 Nestle,Nido,Nido,,,marca,60,112.7,180.33
FC-86167151,Nestum Probioticos Marcas Nestle Avena 270 Nestum Probioticos Marcas Nestle,Nestum Probioticos Avena 270 Probioticos,Nestum,,,marca,60,52.43,83.89
FC-92821171,Nutri Rindes Leche Nido Marcas Nestle Bolsa 240 Gr Nutri Rindes Leche Nido Marcas Nestle,Nido Nido Nestle Bolsa Nestle,Nido,240 G,,marca,60,30.67,49.08
FC-58611420,Nutri Rindes Leche Nido Marcas Nestle Bolsa Nutri Rindes Leche Nido,Nido Nido Nestle Bolsa,Nido,,,marca,60,53.7,85.93
FC-51078461,Öpt Imal Leche Nan 1 Marcas Pro Öpt Imal Leche Nan 1,Nan 1 Pro 1,Nan,,,marca,60,129.4,207.05
FC-51078531,Öptimal Marcas Nestle Bolsa Leche Nan 2 Gr Öptimal Marcas Nestle Bolsa,Nan Nestle Bolsa Nestle Bolsa,Nan,2 G,,marca,60,58.7,93.93
FC-29003221,Vaso Recolector I Quirmex Quirmex Descto: 2.0% $ 3.70 Recolector I Quirmex Quirmex,Quirmex,Quirmex,,,marca,60,3.7,5.93
FC-51448511,"525 Ml | Lab Pisa Electrolit Uva $ 20,50 Descto: 2.0% $ 20.09 525 Ml | Lab Pisa Electrolit Uva",Electrolit Uva,Electrolit,,,marca,60,20.5,32.81
FC-25104411,Electrolit Coco 625 Ml Lab Pisa 20.50 Descto: 2.0% Electrolit Coco 625 Ml Pisa,Electrolit Coco,Electrolit,625 ML,,marca,60,20.09,32.15
FC-25149221,Electrolit Eresa-Kiwi 625 Ml | Lab Pisa 2 20.50 Electrolit Eresa-Kiwi 625 Ml | Lab Pisa,Electrolit Eresa-Kiwi,Electrolit,625 ML,,marca,60,20.09,32.15
FC-25104268,Electrolit Èresa 625 Mi | Lab Pisa $ 20.50 Descto: 2.0K $ 20.09 [75011251747971 Electrolid Èresa 625 Mi | Lab Pisa,Electrolit Fresa,Electrolit,,,marca,60,20.5,32.81
FC-51747971,Electrolid Mora Azul 625 Ml | Lab Pisa 2 $ 20.50 Descto: 2.0K $ 20.09 Mora Azul 625 Ml | Lab Pisa,Electrolit Mora Azul,Electrolit,625 ML,,marca,60,20.5,32.81
FC-43471900,Absorsec C/120 Clark Descto: 2.0% Toa Hum Kimberly Absorsec C/120 Clark Toa Hum,Absorsec C/120 Toa Hum,,C/120,,marca,60,21.46,34.34
FC-34064021,Cotonetes Quirmex Tarro C/100 1 Quirmex 2 12.00 Cotonetes Quirmex Tarro C/100 1 Quirmex,Quirmex Tarro 1 2 12.00 Cotonetes Tarro 1,Quirmex,C/100,,marca,60,11.76,18.82
FC-14983153,Lubricante Prudence Grosella 75 Ml | Dkt Mexico $ 68.20 Lubricante Prudence Grosella 75 Ml | Dkt,Prudence Grosella,Prudence,75 ML,,marca,60,68.2,109.12
FC-43454811,Toa -Hum Huggies Cuidado Puro C/80 | Kimberly Clark $ 39.60 Descto: 2.0K 9 Huggies Cuidado Puro C/80 | Kimberly Clark,Huggies Toa -Hum Cuidado Puro C/80 K 9 Cuidado Puro C/80,Huggies,C/80,,marca,60,39.6,63.37
FC-49824391,Retardante C/3 Descto: 9.0% [7502214985348] Cond Prudence 'Ull Retardante C/3,Prudence 'Ull Retardante C/3,Prudence,C/3,,marca,60,48.6,77.77
FC-14985348,Cond Prudence 'Ull Sensitive C/3 Dkt Cond Prudence 'Ull Sensitive,Prudence Ull Sensitive Cond 'Ull Sensitive,Prudence,C/3,,marca,60,41.31,66.1
FC-49853867,Cond Prudence Extra Pleasure C/3 Dkt Cond Prudence Extra Pleasure,Softlub Extra Cond Extra,Softlub,C/3,,marca,60,41.31,66.1
FC-49824911,Cond Prudence Iva C/3 Dki Mexico S Cond Prudence Iva C/3 Mexico,Prudence Iva Dki Mexico S Cond Iva Mexico,Prudence,C/3,,marca,60,31.03,49.65
FC-14985805,Cond Prudence Chicle C/E Idkt Cond Prudence Chicle,Prudence Chicle C/E Idkt Cond Chicle,Prudence,,,marca,60,44.23,70.77
FC-14983726,Lubricante Prudence Natural 75 Ml Lubricante Prudence Natural,Prudence Natural Lubricante Natural,Prudence,75 ML,,marca,60,62.06,99.3
FC-49824771,Fresa C/3 I Dkt Descto: 9.0% Cond Prudence Fresa I Dkt Cond Prudence,Prudence Fresa,Prudence,C/3,,marca,60,31.03,49.65
FC-58203691,0.9 Mt Hilo Dental Ğum Expanding Sunstar Americasi $ 18.90 Descto: 2.0% Hilo Dental Ğum Expanding Sunstar Americasi,Sunstar 0.9 Mt Hilo Dental Ğum Expanding Hilo Dental Ğum Expanding,Sunstar,,,marca,60,18.9,30.24
FC-14982514,Chocolate C/3 Descto: 9.0% Cond Prudence Dkt Mexico $ 34.10 Chocolate C/3 Cond Prudence Dkt Mexico,Prudence,Prudence,C/3,,marca,60,34.1,54.56
